,0,1,2,3,4,5,6
0,40.73,9.27,4.84,4.44,14.52,22.18,4.03
1,29.06,12.81,4.43,2.46,21.18,25.62,4.43
2,18.99,11.73,6.7,5.03,20.67,36.31,0.56
3,19.13,6.01,4.92,25.14,6.56,24.59,13.66
4,28.25,6.78,5.08,1.69,23.16,32.2,2.82
5,8.65,13.94,6.25,1.44,20.19,46.63,2.88
6,13.39,3.94,3.94,14.96,4.72,27.56,31.5
