,0,1,2,3,4,5,6
0,83.87,0.0,0.0,3.23,0.0,8.47,4.44
1,8.87,27.59,19.21,3.45,8.37,32.51,0.0
2,13.41,18.44,19.55,12.85,4.47,30.73,0.56
3,21.86,8.74,0.0,33.88,0.0,25.68,9.84
4,20.34,19.21,16.38,2.26,10.17,31.64,0.0
5,1.44,25.48,23.08,0.96,2.88,46.15,0.0
6,19.69,7.87,0.0,26.77,0.0,33.86,11.81
