,0,1,2,3,4,5,6
0,74.87,1.61,5.91,13.98,2.55,1.08,0.0
1,68.47,3.28,7.22,16.09,3.45,1.48,0.0
2,48.23,0.56,13.78,33.52,0.74,3.17,0.0
3,26.41,0.18,6.19,52.46,0.0,14.39,0.36
4,62.15,2.82,8.47,16.57,8.47,1.32,0.19
5,22.12,0.0,1.28,30.13,0.0,43.43,3.04
6,3.38,0.0,1.27,12.03,0.0,4.01,79.32
