idx,scm_COR_R,scm_IDM_R,scm_ENT_R,scm_CSD_R,scm_CSR_R,scm_DKL_R,scm_MDR_R,scm_CAD_R,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
92,0.445513891916403,0.750165036307988,2.2149429373818,0.244762436962413,0.931006229121561,0,1,1,50,49.3,264,0.21,1.73622674802943,1.55592621139737,1.5263555998219,0,6
93,0.465579723960969,0.774425376370733,2.1143331689497,0.209057792747648,0.947488385951198,0,1,1,50,49.32,255,0.21,1.66346674482803,1.49336977619477,1.46068204783167,0,6
94,0.447740585023547,0.7693728072875,2.09706262545337,0.217195224039452,0.962535763768553,0,1,1,50,49.34,241,0.18,1.55385949216134,1.39707633600071,1.36464257713566,0,6
95,0.453044565110638,0.776662835130014,2.08732892769062,0.207696620484024,0.937438660557669,0,1,1,50,49.36,230,0.16,1.47044818344599,1.32618518177078,1.29143121720995,0,6
96,0.436447518620982,0.801050978884297,1.9038104232413,0.192024452838754,0.920919673775394,0,1,1,50,49.38,216,0.13,1.37508754223585,1.24209332859451,1.21093713808149,0,6
97,0.451687576988651,0.724795245343191,2.44011140549543,0.281779515338276,0.843208666597909,0,1,1,52.5,51.33,357,0.48,2.99572543596685,2.62731813103415,2.68688919265166,0,6
98,0.456296835043928,0.740126709692699,2.36347847403871,0.263790684988724,0.884438898742157,0,1,1,52.5,51.35,355,0.48,2.96216536436275,2.60212558871735,2.65317393572941,0,6
99,0.444588796386202,0.729863077686625,2.37993872980688,0.275462795927553,0.883624543101654,0,1,1,52.5,51.37,354,0.47,2.92205975607021,2.56545083884757,2.61749831563439,0,6
100,0.441141582967752,0.745345318486055,2.28700787277201,0.260947380023108,0.906546158661457,0,1,1,52.5,51.39,352,0.47,2.90848508513754,2.56170959726651,2.60225590921912,0,6
101,0.452037010690335,0.745567600614347,2.33479908705081,0.257485257946719,0.87933994770304,0,1,1,52.5,51.41,350,0.47,2.84173647934787,2.49948650381482,2.54275693330325,0,6
102,0.454067227796542,0.75202671198881,2.27575224943048,0.254561306906394,0.873354220748601,0,1,1,52.5,51.43,348,0.45,2.83566234632896,2.50317088184707,2.53865443482901,0,6
103,0.445038247302851,0.739218498203699,2.32590548216273,0.273152614110262,0.873092930268551,0,1,1,52.5,51.45,346,0.42,2.79167342539716,2.47070610826162,2.49839524430081,0,6
104,0.439559896873907,0.730396166880917,2.35427955241304,0.275206307492796,0.895396966193432,0,1,1,52.5,51.47,343,0.42,2.69367657300208,2.38533649820783,2.40931611022975,0,6
105,0.432260569430903,0.7172263422891,2.42469153190379,0.29027395012042,0.851489011707322,0,1,1,52.5,51.49,340,0.41,2.65098060695209,2.34841499638159,2.37320002246627,0,6
106,0.428861170307084,0.734085036410618,2.31829352807723,0.278074378712835,0.881980458367643,0,1,1,52.5,51.51,338,0.39,2.60128996354814,2.30870919422513,2.32486366064711,0,6
107,0.437128200831043,0.746982191944544,2.26464275579714,0.260158188349855,0.897559719779383,0,1,1,52.5,51.53,336,0.39,2.55166187437007,2.26286017732574,2.28102400843535,0,6
108,0.434978797831099,0.737441373410814,2.34569270341681,0.261216193275404,0.866437273464081,0,1,1,52.5,51.55,333,0.38,2.50669029266572,2.22662991244785,2.23877329016739,0,6
109,0.431254236362141,0.741641698062831,2.27405095283525,0.2628769136191,0.903375250810611,0,1,1,52.5,51.57,330,0.37,2.45481210053998,2.18378599428447,2.19433100468334,0,6
110,0.452559359872345,0.763125763125763,2.22662353348582,0.237135162483942,0.910506070146848,0,1,1,52.5,51.59,326,0.34,2.40586942505697,2.13911351232471,2.14702848098009,0,6
111,0.446877473331868,0.741938834562479,2.28927919780064,0.255889558844959,0.925790672656017,0,1,1,52.5,51.61,322,0.34,2.3443482122932,2.08304588354299,2.10519182081105,0,6
112,0.454759104569713,0.766365740385942,2.18550910041221,0.236722489274247,0.914334362470862,0,1,1,52.5,51.63,318,0.32,2.28414672487528,2.03283110290439,2.04864015905586,0,6
113,0.451128491658274,0.758587207185338,2.19673895860574,0.248121078012634,0.907489001600025,0,1,1,52.5,51.65,314,0.32,2.23010730805679,1.98400690480484,1.99840682729085,0,6
114,0.436884693660316,0.749838784661298,2.23408652648823,0.25421856911927,0.897923572281251,0,1,1,52.5,51.67,312,0.3,2.17651336248063,1.93610101284615,1.94336189577754,0,6
115,0.443488102552343,0.733030347456384,2.339710914517,0.27191297677,0.833616710145727,0,1,1,52.5,51.69,301,0.28,2.12480164021918,1.89269950913119,1.8915774184226,0,6
116,0.449107919120869,0.758207597240124,2.18209309564482,0.240664616829958,0.934163405774212,0,1,1,52.5,51.71,296,0.28,2.01543918077437,1.78602998267196,1.7862656836237,0,6
117,0.445730431955404,0.747294792849883,2.29629538019671,0.245436196103542,0.879501345991421,0,1,1,52.5,51.73,291,0.27,1.97287264750451,1.75248455220523,1.74586584592459,0,6
118,0.446907510188681,0.755675120152345,2.21160213139767,0.237863716629492,0.933954731134557,0,1,1,52.5,51.75,291,0.27,1.89579202423325,1.68942784821832,1.67418765468766,0,6
119,0.446824348810653,0.772785582912165,2.07206248885329,0.226857921154426,0.943420770958761,0,1,1,52.5,51.77,276,0.23,1.8326877964921,1.63591391338352,1.61432341598904,0,6
120,0.431757494049673,0.746703304908827,2.21140971580154,0.249665008404577,0.929001134352478,0,1,1,52.5,51.79,269,0.22,1.7465247366975,1.56145100188055,1.5371680384018,0,6
121,0.433245878695152,0.749400479616307,2.20634557863123,0.246780290645974,0.915514162263511,0,1,1,52.5,51.81,260,0.2,1.69358942354022,1.51999237942522,1.49129234858859,0,6
122,0.440332473762079,0.758276588968592,2.14108476503965,0.235701513126999,0.940035840732593,0,1,1,52.5,51.83,251,0.18,1.62225942954819,1.45829858844283,1.42723295867933,0,6
123,0.444968915107873,0.758944156888936,2.16182597895716,0.2309630175596,0.923356271623733,0,1,1,52.5,51.85,239,0.17,1.53149744503255,1.38057691660067,1.34972029984668,0,6
124,0.441534390151143,0.770095645879218,2.10126231424201,0.213115975571755,0.964152458143694,0,1,1,52.5,51.87,227,0.16,1.44922696282662,1.31187763759329,1.27943657179694,0,6
125,0.44628144126379,0.789876937173188,1.94119193211897,0.199958171322386,0.974396801277701,0,1,1,52.5,51.89,213,0.13,1.3453620045048,1.22110425025124,1.18760266834427,0,6
126,0.430425784055415,0.72811999417504,2.40482264338966,0.277586286710222,0.821175755937845,0,1,1,55,53.79,362,0.51,3.13033731355311,2.75362078621997,2.81554643984113,0,6
127,0.44024421710868,0.747987912515334,2.26267113772296,0.267776293656407,0.885447828994282,0,1,1,55,53.81,360,0.5,3.08289737797559,2.7155807088516,2.77314315941961,0,6
128,0.431500614385509,0.730759112566134,2.34568796801255,0.284757384930339,0.877074550781338,0,1,1,55,53.83,358,0.5,3.03743538583902,2.68160010557872,2.7288507156756,0,6
129,0.430111582828786,0.725015950350908,2.38566578146238,0.290819411182701,0.861622039373047,0,1,1,55,53.85,356,0.48,2.99846787618765,2.65185761171397,2.69217224476869,0,6
130,0.44165480485289,0.731753720967671,2.40430832516269,0.273450866743887,0.875597661039325,0,1,1,55,53.87,355,0.48,2.98153090117702,2.63718706564656,2.67272817512249,0,6
131,0.42699742228227,0.734743060351795,2.32664421961067,0.279118576037881,0.887415203500356,0,1,1,55,53.89,353,0.47,2.93470047490095,2.59753778272414,2.63017194928449,0,6
132,0.429764548832774,0.742908934222843,2.30973091307891,0.26664147691873,0.897629384649616,0,1,1,55,53.91,352,0.46,2.89628106790948,2.56713373734422,2.59652432683058,0,6
133,0.42875369745424,0.722125938763721,2.40841090858624,0.291929078124271,0.855573576911403,0,1,1,55,53.93,349,0.45,2.84519244488794,2.52286133476981,2.55042030433439,0,6
134,0.438120130515716,0.735900153067232,2.35101577297423,0.271277332009277,0.879478281661917,0,1,1,55,53.97,346,0.43,2.76276689287672,2.45142707081578,2.47459474948107,0,6
135,0.433693816643415,0.738716111398389,2.31483001392381,0.27435807713956,0.878705572885671,0,1,1,55,53.99,343,0.42,2.71755787323091,2.41156362196288,2.4348369249875,0,6
136,0.424229911926435,0.735240055878244,2.30138154465554,0.276826821178106,0.891955324638607,0,1,1,55,54.01,341,0.41,2.67638836894204,2.37312076024005,2.39768436382771,0,6
137,0.422072241539316,0.722929890259243,2.33846769495275,0.291820571188896,0.872572202781945,0,1,1,55,54.03,339,0.41,2.63259882021853,2.33609835165608,2.35725337954711,0,6
138,0.42451650020652,0.731871541906965,2.31427321563109,0.275912219998792,0.905857704483575,0,1,1,55,54.05,337,0.39,2.58912612712308,2.29763823703624,2.31513394979723,0,6
139,0.422210503120798,0.725710470550669,2.35494276515577,0.285203057288381,0.89069177413517,0,1,1,55,54.07,333,0.38,2.52451659740682,2.24368534252487,2.25808253208825,0,6
140,0.426114419622873,0.739240356609548,2.28746010353999,0.27018875947975,0.912405155863704,0,1,1,55,54.09,330,0.37,2.48036350277735,2.20411872994205,2.21502141164284,0,6
141,0.423678194028491,0.739754401538689,2.27890695028197,0.266467917713112,0.905390099510748,0,1,1,55,54.11,328,0.36,2.42932304551415,2.16333840975688,2.16600440350663,0,6
142,0.429796694289045,0.750480307396734,2.20457492906293,0.263964253867044,0.916670511230557,0,1,1,55,54.13,324,0.34,2.38277309646772,2.11736463508911,2.12145359549616,0,6
143,0.426978645607846,0.750097512676648,2.20607487730573,0.259721337763067,0.914695933477942,0,1,1,55,54.15,319,0.33,2.30350875100993,2.04380718556892,2.04678407695411,0,6
144,0.426176875266912,0.734689079581521,2.32342843650311,0.269434918420449,0.89320057755747,0,1,1,55,54.17,315,0.32,2.24878455120651,1.99550210244394,1.99468903305919,0,6
145,0.423555164924025,0.742247227706605,2.23691277413805,0.26797273944952,0.919455880308817,0,1,1,55,54.19,310,0.31,2.19941009511385,1.9530702580657,1.94658179852504,0,6
146,0.40370785357604,0.723390095342815,2.31229633219345,0.288585848631483,0.897338620308511,0,1,1,55,54.21,304,0.29,2.12211170337183,1.88411326476135,1.87062112487843,0,6
147,0.408977707716697,0.718050349690521,2.33904518244085,0.29475325840607,0.874101007973704,0,1,1,55,54.23,296,0.27,2.04443170469147,1.81707765265967,1.79802386417956,0,6
148,0.408076182657108,0.740367814730358,2.18038918204381,0.266045770081051,0.953823564089415,0,1,1,55,54.25,291,0.26,1.9663705937857,1.74814806663536,1.7261817466874,0,6
149,0.414429256664383,0.739710625203421,2.24419306602695,0.262574241503666,0.90963163553891,0,1,1,55,54.27,284,0.24,1.89635543856503,1.68554345477272,1.6600078594836,0,6
150,0.425657346043681,0.764467548352573,2.10895122716992,0.237015948029662,0.938154769066484,0,1,1,55,54.29,272,0.22,1.85719904998649,1.65880209502056,1.62635043111387,0,6
