,0,1,2,3,4,5,6
0,77.02,10.08,6.85,0.0,0.81,2.82,2.42
1,39.41,23.65,6.4,1.97,14.29,9.85,4.43
2,49.72,11.73,8.94,2.79,14.53,8.38,3.91
3,39.89,24.59,4.92,8.74,7.1,9.29,5.46
4,42.37,22.03,5.08,2.26,19.21,8.47,0.56
5,45.67,16.35,2.88,5.29,14.9,12.02,2.88
6,51.97,11.02,4.72,2.36,7.87,9.45,12.6
