,0,1,2,3,4,5,6
0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,80.3,0.0,1.97,12.32,4.43,0.99
2,0.56,1.68,79.33,1.68,2.79,13.97,0.0
3,0.0,0.0,2.73,69.4,0.55,13.11,14.21
4,0.0,12.99,3.39,0.0,83.62,0.0,0.0
5,0.0,7.21,7.21,7.21,0.0,71.15,7.21
6,0.0,0.79,0.0,22.83,1.57,9.45,65.35
