idx,Skewness_R,Kurtosis_R,Variance_R,RMS_R,Skewness_S,Kurtosis_S,Variance_S,RMS_S,Skewness_T,Kurtosis_T,Variance_T,RMS_T,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
268,-0.00334435645379169,1.55118662692824,3.85919817224265,1.96448570739838,-0.00186002367255273,1.53098286327227,3.8522612484528,1.96272529784183,-0.00503798985583701,1.53483194020595,4.00004598429942,1.99999508262116,45,44.26,311,0.31,1.96448570739838,1.96272529784183,1.99999508262116,0,2
269,-0.00053178946727762,1.55181718434357,3.53557739137469,1.8803201343814,-0.00258544390314378,1.53459088165732,3.53067507372914,1.87901851200483,-0.00305053185777019,1.53261137675965,3.65930778869932,1.91291368253185,45,44.29,303,0.29,1.8803201343814,1.87901851200483,1.91291368253185,0,2
270,-0.00187017661486615,1.55038904985757,3.20539457162968,1.79036173095473,-0.00241545445871718,1.53189381093388,3.19787487456333,1.78826777241565,0.000106031099424436,1.53349382658682,3.30097764169504,1.81684243914981,45,44.32,294,0.27,1.79036173095473,1.78826777241565,1.81684243914981,0,2
271,0.00113139245241428,1.54973709497848,2.84764090235175,1.68750861369002,-0.0030662759207606,1.5320759290039,2.85312699452932,1.68912972725731,0.00208101751651375,1.5315244155133,2.92315601039966,1.70970761759703,45,44.35,283,0.24,1.68750861369002,1.68912972725731,1.70970761759703,0,2
272,0.00321263489988148,1.54653892545485,2.52536678555124,1.58915701581682,0.000729280665311566,1.53797720635297,2.54634666718732,1.59575795962458,0.00162168875533127,1.52999905197756,2.5932399596619,1.61033797953611,45,44.38,270,0.22,1.58915701581682,1.59575795962458,1.61033797953611,0,2
273,0.00200654759346449,1.54084801244319,2.17059550306691,1.47332533620472,-0.000432454424480946,1.53356642672337,2.19842292748189,1.4827260508044,0.00265558859812019,1.53242142168921,2.22525585826656,1.49171787007813,45,44.41,254,0.19,1.47332533620472,1.4827260508044,1.49171787007813,0,2
274,0.00334145532143991,1.53975364764795,1.78867158552771,1.33742630000395,0.00203662034877141,1.53601823176844,1.81255776917382,1.346336350983,0.00188550011177271,1.53055652838308,1.83159565028382,1.35335142342819,45,44.44,233,0.17,1.33742630000395,1.346336350983,1.35335142342819,0,2
275,0.00454214010135022,1.53582643750499,1.40169803855039,1.18398103499212,0.00141266229934799,1.53601840639129,1.42997293745935,1.1958681833032,-9.86207649040127e-05,1.53248300414562,1.43805924778276,1.19918379074125,45,44.47,210,0.12,1.18398103499212,1.1958681833032,1.19918379074125,0,2
276,-0.00415780278884209,1.53049623254252,9.26563187308154,3.04392522054663,-0.00379651715738795,1.53739453913022,9.27853809771257,3.04604649969361,-0.00347789829462422,1.56258024657899,9.63656824851567,3.104251663764,47.5,46.22,374,0.59,3.04392522054663,3.04604649969361,3.104251663764,0,2
277,-0.00495479243251258,1.52909613932885,9.03953120134909,3.00656088421987,-0.00356297440693018,1.54397677506489,9.05990758290643,3.00995527033553,-0.00396605989781655,1.55879046819158,9.40041677258343,3.06597977873744,47.5,46.25,373,0.58,3.00656088421987,3.00995527033553,3.06597977873744,0,2
278,-0.0042251082502112,1.53152263535468,8.73829096474877,2.95603779015915,-0.00693674873592996,1.53889302012459,8.73012264081559,2.95466795765418,-0.00543298378521645,1.56204956172132,9.09436117590874,3.01565570687535,47.5,46.28,372,0.57,2.95603779015915,2.95466795765418,3.01565570687535,0,2
279,-0.00427789888228062,1.53371010800232,8.446134503411,2.90620342228133,-0.00616139869712869,1.53764088145321,8.44295097152816,2.9056654283882,-0.00600996875051663,1.55920025380676,8.80663495959667,2.96756823476066,47.5,46.31,368,0.56,2.90620342228133,2.9056654283882,2.96756823476066,0,2
280,-0.00257320968247856,1.5346487823468,8.10844925139192,2.84751838509749,-0.00598615480900189,1.53889858723691,8.10006996376051,2.84604064648914,-0.00935909742530223,1.55931127325362,8.47120781601195,2.9105070216359,47.5,46.34,366,0.54,2.84751838509749,2.84604064648914,2.9105070216359,0,2
281,-0.00384377860725705,1.53571412875432,7.82984680562676,2.79816533797005,-0.00444544595874499,1.53565897059046,7.82999635650361,2.79819502962451,-0.0091114044024962,1.55875752479989,8.19789068945907,2.86316725794566,47.5,46.37,364,0.52,2.79816533797005,2.79819502962451,2.86316725794566,0,2
282,-0.00292166810521246,1.53793941375779,7.52885593855023,2.74385774128057,-0.00645790677301968,1.53586854111179,7.51949439117546,2.74216226890262,-0.0103001218636084,1.55728194306514,7.88804831554858,2.80853931236335,47.5,46.41,361,0.51,2.74385774128057,2.74216226890262,2.80853931236335,0,2
283,-0.00264318226497849,1.53950069412018,7.19040570481566,2.68148157551259,-0.00944832238959405,1.53653567713416,7.18412145563728,2.6803216820649,-0.0100199682135556,1.55783214961078,7.54949405409576,2.74760687153402,47.5,46.43,359,0.49,2.68148157551259,2.6803216820649,2.74760687153402,0,2
284,-0.0049573836181457,1.54113706899454,6.88555471776781,2.6240117055791,-0.00756826126086694,1.53883202278306,6.88375817853564,2.62367821559686,-0.0117897690982302,1.55566131653614,7.23556020462699,2.68987280624155,47.5,46.46,356,0.48,2.62401170557911,2.62367821559686,2.68987280624155,0,2
285,-0.00291660940088311,1.54277691560615,6.62946301599934,2.5747624389351,-0.0104342331248255,1.53738106644553,6.62144728253841,2.5732109869564,-0.0132344308188558,1.55642110501746,6.98257653184862,2.6424301664431,47.5,46.49,354,0.47,2.5747624389351,2.57321098695639,2.6424301664431,0,2
286,-0.00358925620935885,1.54452625719634,6.31628977233546,2.5132081793067,-0.0120955734935963,1.53696050458517,6.30906777861111,2.51178717759097,-0.0137950602052012,1.55436967582418,6.6660014585033,2.58183431317897,47.5,46.52,350,0.45,2.5132081793067,2.51178717759097,2.58183431317897,0,2
287,-0.00821488321636926,1.54691760990496,5.98692645191065,2.44679970963309,-0.0114230458851701,1.53469943975752,5.97127507153928,2.44360906340604,-0.0134162693865615,1.55477036930511,6.32853644201928,2.51563604228157,47.5,46.55,347,0.44,2.44679970963309,2.44360906340604,2.51563604228157,0,2
288,-0.00791218390124998,1.54943544148637,5.7556659395531,2.39908596154588,-0.0101267856666749,1.53375998730863,5.74109559926948,2.39605230754201,-0.0138682150535954,1.55096175581484,6.07918876350073,2.46557675027176,47.5,46.58,343,0.42,2.39908596154588,2.39605230754201,2.46557675027176,0,2
289,-0.00998970812206371,1.55297612679358,5.44272428500177,2.33295299322845,-0.0116290468503345,1.53358119815734,5.42469546957659,2.32909533337322,-0.00942554889999334,1.5501612786554,5.76300803321602,2.40060267253873,47.5,46.61,340,0.41,2.33295299322845,2.32909533337322,2.40060267253873,0,2
290,-0.0125660233223327,1.55517870915609,5.12982062693668,2.26490377409448,-0.011933945181258,1.53452549693969,5.08800176394811,2.25566531440169,-0.00571702479649772,1.54689426689383,5.41683709037723,2.32738704915395,47.5,46.64,335,0.38,2.26490377409448,2.25566531440169,2.32738704915395,0,2
291,-0.0123139817916809,1.5555475010294,4.80819313090913,2.19274680637907,-0.00946641111036761,1.53521886766679,4.75971790338652,2.18167371708815,-0.00577955250244656,1.54496204748525,5.04557693169557,2.2462137082317,47.5,46.67,330,0.37,2.19274680637907,2.18167371708815,2.2462137082317,0,2
292,-0.0101302375081193,1.55466388089258,4.56159407495928,2.13578275714664,-0.00627260786921329,1.53613768862702,4.50658559453085,2.12287019672521,-0.00529058370878225,1.54257312295611,4.75551944460363,2.18069354524793,47.5,46.7,325,0.36,2.13578275714664,2.12287019672521,2.18069354524793,0,2
293,-0.00511094812497298,1.55674312801584,4.20669703000585,2.05102522001974,-0.00325006150057664,1.54061115703909,4.18545835030726,2.04584929202525,-0.00222746042082829,1.53906074962981,4.37553757192263,2.09175814012761,47.5,46.73,319,0.34,2.05102522001974,2.04584929202525,2.0917581401276,0,2
294,-0.00228284606263024,1.55789635866529,3.8850002135782,1.97105363231648,-0.00254295201276444,1.53759191436138,3.86168442668666,1.96511815594549,-0.00381379201607999,1.53771506427909,4.02363540907021,2.00588113917428,47.5,46.76,312,0.34,1.97105363231648,1.96511815594549,2.00588113917428,0,2
295,-0.00203334198477757,1.55700573524145,3.60837838426224,1.89957003210622,-0.00377559097544867,1.53628609369633,3.57574931214973,1.89096421071505,5.87765858223344e-05,1.53955874955909,3.7223514476264,1.92932080204934,47.5,46.79,305,0.29,1.89957003210622,1.89096421071505,1.92932080204934,0,2
296,-0.00157201684872629,1.55519647703369,3.26221663129487,1.80616150737364,-0.00262457248733151,1.53848747409535,3.25512346369118,1.80421389663887,0.000242240075678784,1.53421606594117,3.36134638752824,1.83337925885048,47.5,46.82,296,0.27,1.80616150737364,1.80421389663887,1.83337925885048,0,2
297,0.00101339828257455,1.55249139618779,2.91361032954769,1.70694221928604,-0.00135913130649571,1.53814328415854,2.917765409928,1.70818026962397,0.0013369442703846,1.53501026804464,2.99043637814845,1.72927066340636,47.5,46.85,286,0.24,1.70694221928604,1.70818026962397,1.72927066340636,0,2
298,0.000191634154411675,1.54978637534354,2.57049663014943,1.60328373610548,0.000506329776135917,1.53750658907178,2.57880359925848,1.60588372849717,-0.00144828436697985,1.53430910713653,2.64036369004073,1.62490446539272,47.5,46.88,272,0.22,1.60328373610548,1.60588372849717,1.62490446539272,0,2
299,0.00249329197093207,1.5468265319945,2.27417833590929,1.50805902556771,-0.000197150295911665,1.53914561107035,2.29232370033913,1.51406212362862,3.74676560868699e-05,1.53324620496388,2.33746920558739,1.52886489782707,47.5,46.91,259,0.2,1.50805902556771,1.51406212362862,1.52886489782708,0,2
300,0.00375575578900118,1.54222770670078,1.87424991952125,1.36905332845777,0.0025060211048234,1.53822774586071,1.89732488240608,1.37746203157743,0.000211878316423327,1.53350371220299,1.92518084548559,1.38749887833185,47.5,46.94,239,0.16,1.36905332845777,1.37746203157743,1.38749887833185,0,2
301,0.00328919337675515,1.53790125091268,1.44686788975599,1.20288617690009,0.00234627049366028,1.53903435885473,1.46963801712193,1.21231232162269,0.00309143825826941,1.53797166040916,1.48440370764615,1.21834982498882,47.5,46.97,210,0.14,1.20288617690009,1.21231232162269,1.21834982498882,0,2
302,-0.00469901727605735,1.5349145532485,9.61236232339651,3.10035585146692,-0.00732414694269719,1.54269009372857,9.5942208275196,3.09743473937333,-0.00448103590454635,1.56574233105177,9.99542379899815,3.16152275749752,50,48.72,377,0.61,3.10035585146692,3.09743473937333,3.16152275749752,0,2
303,-0.00424818271175504,1.5355351414066,9.31270068061957,3.05164574985153,-0.00463563183716332,1.54224247032406,9.31105338826648,3.0513778793666,-0.00589251487893843,1.56478658332328,9.70076253501968,3.11457444701211,50,48.75,375,0.6,3.05164574985153,3.0513778793666,3.11457444701211,0,2
304,-0.00435413036896382,1.537894167729,9.07359837841307,3.01221628878162,-0.00713180483901227,1.54010217633671,9.06581322105315,3.01092716018332,-0.00496841176461219,1.56489371384327,9.46729100702348,3.07686568306787,50,48.78,373,0.58,3.01221628878162,3.01092716018332,3.07686568306787,0,2
305,-0.00305568850923697,1.53876991413806,8.71623475766343,2.95230488486704,-0.0063513328704545,1.54290024547363,8.71761581528329,2.95254423639568,-0.00823378762724061,1.56482461984596,9.11337952958843,3.01880737970653,50,48.81,371,0.56,2.95230488486705,2.95254423639568,3.01880737970653,0,2
306,-0.00241916647889248,1.54137926036226,8.43695857804045,2.90462769567583,-0.00658698370249313,1.54049884908071,8.41666170324318,2.90113115745009,-0.0101704834908235,1.56267258633209,8.82878212256588,2.9712986736788,50,48.84,369,0.55,2.90462769567583,2.90113115745008,2.9712986736788,0,2
307,-0.0028870958102092,1.54127821834763,8.11341907893571,2.84839707165329,-0.00653306550746219,1.54197607808705,8.1018278004503,2.84635885409525,-0.0114829911464765,1.56302092227444,8.50411150143435,2.91615249514017,50,48.87,367,0.54,2.84839707165329,2.84635885409525,2.91615249514017,0,2
308,-0.00219662472738624,1.54220806448024,7.89701090542898,2.81014348858722,-0.00726750936320556,1.54163184056869,7.88063736574103,2.80723027321844,-0.0118490314084167,1.56222536369263,8.28114959892811,2.87766996522658,50,48.9,365,0.53,2.81014348858722,2.80723027321844,2.87766996522658,0,2
309,-0.00248918700749519,1.54408527140606,7.57577180913114,2.75239470290415,-0.00862032272609121,1.53938055621207,7.55289000919779,2.74823419498509,-0.0133620329911653,1.56113873180441,7.96329980129837,2.82190407570053,50,48.93,362,0.51,2.75239470290415,2.74823419498509,2.82190407570053,0,2
310,-0.00255886074495155,1.54388940423916,7.24677266764945,2.69197059405096,-0.00916014917754869,1.54127058891141,7.22077537525725,2.68713516876899,-0.0143138212512844,1.5600845413892,7.6200986910959,2.76042564727897,50,48.96,360,0.49,2.69197059405096,2.68713516876898,2.76042564727897,0,2
311,-0.00328621565011361,1.5455036777165,6.99526536262906,2.6448397032246,-0.0120379049297848,1.5401273604902,6.96246161775804,2.6386431899507,-0.014456783262067,1.55968214412723,7.36363968321692,2.7135755947627,50,48.99,357,0.47,2.6448397032246,2.6386431899507,2.7135755947627,0,2
312,-0.000379427119144296,1.54858207183606,6.64977972779416,2.57870684840835,-0.0127180461073094,1.53975955413834,6.61354348431868,2.57167414404888,-0.0155314992327725,1.55600514546444,7.04845229727976,2.65486564743653,50,49.02,354,0.46,2.57870684840835,2.57167414404888,2.65486564743653,0,2
313,-0.0101567657631646,1.55095143568675,6.32144647007469,2.51423322189097,-0.0110602703847819,1.53943474898927,6.25914478713292,2.50181888511438,-0.00798808413522368,1.55742129309035,6.68558860061223,2.58562557529765,50,49.05,351,0.45,2.51423322189098,2.50181888511438,2.58562557529765,0,2
314,-0.0124370071470819,1.55330798856072,6.00772985607174,2.45105596554899,-0.0115924777735272,1.54081373923571,5.92591377605976,2.43431342986519,-0.0104601689052142,1.55601703192681,6.33870284940635,2.51765325580084,50,49.08,347,0.44,2.451055965549,2.43431342986519,2.51765325580084,0,2
315,-0.0112160767857613,1.55788111160427,5.76231904580663,2.40047322032926,-0.0122176149281167,1.54030784698274,5.66601566186525,2.38033266383661,-0.00997522487998592,1.55404078695966,6.07799531307495,2.46533480550242,50,49.11,344,0.41,2.40047322032926,2.38033266383661,2.46533480550242,0,2
316,-0.0100267559261252,1.55828052704861,5.42398814547869,2.32893473333178,-0.0132126915948016,1.53975876129118,5.32737313363607,2.3081135521889,-0.00817832212350532,1.5512048609577,5.70108376362967,2.38767043240804,50,49.14,339,0.39,2.32893473333178,2.3081135521889,2.38767043240804,0,2
317,-0.0102202427541788,1.56086555986187,5.08952567431704,2.25598299906428,-0.00804417982302541,1.54010663229061,5.00524188086377,2.23723262118214,-0.00670843649256224,1.54816456783672,5.35098750298697,2.31319706755173,50,49.17,334,0.38,2.25598299906428,2.23723262118214,2.31319706755173,0,2
318,-0.00950607558856975,1.56013336493694,4.7510506792383,2.17968577989219,-0.00703270045088413,1.54215674155911,4.68458308894552,2.16439353099783,-0.00685578610328518,1.54849327535879,4.95520463603225,2.22600663937635,50,49.2,329,0.36,2.17968577989219,2.16439353099783,2.22600663937635,0,2
319,-0.00850484774496204,1.56079517406396,4.48600042253234,2.11802281335845,-0.0073698678955132,1.54191320066734,4.4151912810972,2.10124295450952,-0.0040044792449024,1.54372056686128,4.66355794624572,2.15950584420607,50,49.23,324,0.34,2.11802281335845,2.10124295450952,2.15950584420607,0,2
320,-0.00734059486051105,1.56137028698464,4.13151017060148,2.03260689059208,-0.00568866009702246,1.53951880233981,4.07989115184902,2.01986962837642,-0.000726837395034105,1.54333555895847,4.28102492196324,2.06904369875084,50,49.26,318,0.32,2.03260689059208,2.01986962837642,2.06904369875084,0,2
321,-0.00284322500103001,1.56101731398198,3.81398409438694,1.952943231163,-0.00328139843028724,1.53904881766877,3.7644090474518,1.94021019303286,-0.00379585382300888,1.54085527069986,3.93209983236309,1.98293263153546,50,49.29,311,0.3,1.952943231163,1.94021019303286,1.98293263153546,0,2
322,-0.00305537163039311,1.56362653933087,3.53928904620978,1.88129770406921,-0.00102747389328609,1.54095215108311,3.50361957787638,1.87180941735204,-0.00279955553375214,1.53770321098604,3.64940605798168,1.91032282480109,50,49.32,303,0.29,1.88129770406921,1.87180941735204,1.91032282480109,0,2
323,0.000308500699725045,1.5611595676345,3.18193218843928,1.78380153410155,-0.00372302796810002,1.54223590886574,3.15595788584785,1.77651539462536,-0.00107208811504562,1.53686370158151,3.2700655326468,1.8083150344298,50,49.35,294,0.27,1.78380153410155,1.77651539462536,1.8083150344298,0,2
324,0.000192416300243717,1.55762223285126,2.81689286728429,1.67837514651506,-0.00171455593726237,1.53998754453773,2.8143100469538,1.67760560076447,0.000352057181749295,1.53481920413477,2.89222793978589,1.70063985432903,50,49.38,282,0.24,1.67837514651506,1.67760560076447,1.70063985432902,0,2
325,0.00175489546695495,1.55243106539644,2.44731057392518,1.56440133330218,0.00123529258333536,1.5405273296597,2.46288696319918,1.56937350324079,-0.00290073773220002,1.53213746031032,2.5092407422178,1.58404425393737,50,49.41,267,0.21,1.56440133330218,1.56937350324079,1.58404425393737,0,2
326,0.00476481111444431,1.5492790601966,2.1356062708356,1.46140142280988,0.00084180541641444,1.54393705229255,2.1532292737228,1.46741523920731,0.00216817163940929,1.53807394144004,2.18291589127317,1.47745646077174,50,49.44,253,0.18,1.46140142280988,1.46741523920731,1.47745646077174,0,2
327,0.00586582017298677,1.54445610666339,1.72495931938994,1.31340867889846,0.000285724706620481,1.54201196256448,1.75104026552294,1.3233053868953,0.00418638872082776,1.53598240382998,1.7633804072769,1.32791099618273,50,49.47,231,0.15,1.31340867889846,1.3233053868953,1.32791099618273,0,2
328,0.00425037445071789,1.54251091997708,1.44838704852865,1.20352427830746,0.00306980576567851,1.53973605049234,1.4840991184028,1.21828014656047,0.0025172748769457,1.53710882945639,1.48900165577654,1.22023881891229,50,49.5,210,0.12,1.20352427830746,1.21828014656047,1.22023881891229,0,2
329,-0.000420270983867261,1.54983069466494,7.65346177078948,2.76647554111077,-0.00941290509216688,1.54711987560381,7.55654219927656,2.74890105547752,-0.0140880941648824,1.56425897909352,8.02268953483611,2.83240784631987,52.5,51.44,365,0.5,2.76647554111077,2.74890105547752,2.83240784631987,0,2
330,-0.00201002122298737,1.54947291926106,7.45251243631054,2.72991135968183,-0.0107702072995567,1.54496875043544,7.36590524570159,2.71400889691843,-0.0128010824694922,1.5657967343373,7.82075419203997,2.79653380008388,52.5,51.46,361,0.5,2.72991135968183,2.71400889691842,2.79653380008388,0,2
331,-0.00334893072019301,1.5514103061395,7.22458205345052,2.68784149410052,-0.0108730843894239,1.54499565366824,7.12843597166451,2.66989567973747,-0.0144999914767094,1.5630599244071,7.59857783203301,2.75652441159085,52.5,51.48,360,0.48,2.68784149410052,2.66989567973747,2.75652441159085,0,2
332,-0.00387154625914009,1.55372440893673,7.01453363476505,2.64847988689787,-0.0126498558463854,1.54659148938792,6.93139934199904,2.632747813118,-0.0111956835312025,1.56456187024697,7.38891263248901,2.71822826147682,52.5,51.5,358,0.47,2.64847988689787,2.632747813118,2.71822826147682,0,2
333,-0.0046863379411606,1.55296808244192,6.83431778149098,2.61424063489771,-0.0149883831220305,1.54606706760943,6.74722742137408,2.59753603192197,-0.0136840651695685,1.56243675976664,7.19567541132032,2.68244911447315,52.5,51.52,356,0.46,2.61424063489772,2.59753603192196,2.68244911447315,0,2
334,-0.0079482158501492,1.5562096688012,6.57105260236096,2.56338651908482,-0.0159879995490516,1.5450957484353,6.47316926178144,2.54422730376649,-0.0129597286857432,1.56333022995487,6.93457217690505,2.63333125468698,52.5,51.54,353,0.44,2.56338651908482,2.54422730376649,2.63333125468698,0,2
335,-0.0108714507321919,1.55573958507196,6.37603221024651,2.52506373580594,-0.0160391832590972,1.54358858032674,6.25909204941176,2.50181612458208,-0.0136304473063255,1.56238985050135,6.70008561471955,2.58842682694945,52.5,51.56,351,0.44,2.52506373580594,2.50181612458208,2.58842682694945,0,2
336,-0.0121106048588077,1.55789572827373,6.19114199308334,2.48818161193488,-0.0125895172953448,1.54478384196668,6.06693274328519,2.46310178723228,-0.0143325064365345,1.5596447642945,6.49634255050711,2.54876710428754,52.5,51.58,349,0.43,2.48818161193488,2.46310178723228,2.54876710428754,0,2
337,-0.0119516564962453,1.56096618465914,6.00406865036449,2.45030421835633,-0.0138567966600982,1.54594349849457,5.85998989962965,2.42073420686569,-0.0136929370353157,1.55848257670893,6.27867416002276,2.50570322156938,52.5,51.6,347,0.42,2.45030421835633,2.42073420686569,2.50570322156938,0,2
338,-0.0127447063886323,1.5622948185379,5.80666672190659,2.40969396346889,-0.0109119428035191,1.54709698792972,5.66576709308667,2.38027764618239,-0.014046312468716,1.55816683517054,6.08868128380561,2.46750068684356,52.5,51.62,345,0.41,2.40969396346889,2.38027764618239,2.46750068684356,0,2
339,-0.012009687492765,1.5626522959723,5.60466116379097,2.3674054168177,-0.0123385416190599,1.54501276536338,5.47681772653609,2.34024916693089,-0.013353745595606,1.55782992464946,5.88068642378653,2.42498947281164,52.5,51.64,342,0.4,2.3674054168177,2.34024916693089,2.42498947281164,0,2
340,-0.0139384604639264,1.56292016089718,5.41564951654059,2.32714031400402,-0.0102629981578566,1.54539671518209,5.29148733491014,2.30031073992785,-0.0107280884258699,1.55575998273363,5.67341820597738,2.38187011037645,52.5,51.66,339,0.39,2.32714031400402,2.30031073992785,2.38187011037645,0,2
341,-0.0119559039748857,1.56284001161192,4.90199589229451,2.21404025135125,-0.00835570257389554,1.54577505021639,4.80879028123211,2.19289515603277,-0.00737140354502662,1.55406658150906,5.11265586365749,2.26109585177894,52.5,51.7,332,0.37,2.21404025135125,2.19289515603277,2.26109585177894,0,2
342,-0.0104288372082165,1.56595375987995,4.7332058536112,2.17558340146932,-0.00575107272890296,1.54714983927498,4.64199914143359,2.15453286469903,-0.00745511069591799,1.54938087417334,4.91536636799806,2.21704112760366,52.5,51.72,329,0.35,2.17558340146932,2.15453286469903,2.21704112760366,0,2
343,-0.00824883235526369,1.56721849917143,4.51508741651109,2.12486912074478,-0.00490172408483164,1.54728111393304,4.42649287449747,2.10392088913736,-0.00704135685004979,1.54724793800727,4.68862881931152,2.16530268745055,52.5,51.74,326,0.34,2.12486912074478,2.10392088913736,2.16530268745055,0,2
344,-0.00739605438112372,1.56547664150266,4.3265002209983,2.08001922627832,-0.00327374452563514,1.54581969279234,4.2395024793354,2.05900032839609,-0.00614829787966394,1.54771815914737,4.47075253698605,2.11439429395065,52.5,51.76,321,0.32,2.08001922627832,2.05900032839609,2.11439429395065,0,2
345,-0.00583869164170965,1.56694200091337,4.09500707569003,2.0236099896992,-0.00339947522917456,1.54870423837577,4.01799829930959,2.0044914688246,-0.0039641423124539,1.54422145871614,4.21938579866828,2.05409382647544,52.5,51.78,317,0.31,2.0236099896992,2.0044914688246,2.05409382647543,0,2
346,-0.002720995038869,1.56877684215756,3.88664234260843,1.97145194773825,-0.00306279442063702,1.54743049087569,3.82192230989199,1.95497838738365,-0.00359561321125695,1.54188247709592,3.99956563684252,1.99987144772399,52.5,51.8,313,0.3,1.97145194773825,1.95497838738365,1.99987144772399,0,2
347,-0.00271621435599501,1.56862876414509,3.59572888879337,1.89624252245458,-0.001613132326441,1.54532481221534,3.53115779124206,1.87913628912022,-0.00148970418732873,1.54099031082728,3.69058558267031,1.92107050202065,52.5,51.82,306,0.29,1.89624252245458,1.87913628912022,1.92107050202065,0,2
348,0.000309339233088223,1.56802031584977,3.40150329436933,1.84432676374034,-0.00388544484997656,1.54791718191216,3.34294550467211,1.82838711876425,-0.00203168547307419,1.54143230731003,3.48264410416052,1.86616657546659,52.5,51.84,301,0.27,1.84432676374034,1.82838711876425,1.86616657546659,0,2
349,-0.0014578484256025,1.56333885800936,3.15553245468467,1.77637883400518,-0.00106870728893316,1.54581509972478,3.11957400317462,1.76623519831774,-0.00239580145849394,1.53883850109224,3.23646906408469,1.79900273035444,52.5,51.86,294,0.26,1.77637883400518,1.76623519831774,1.79900273035444,0,2
350,-5.36008764528071e-05,1.56352944249739,2.91296944675257,1.70674677565678,0.000619295947034626,1.5493893223334,2.88859064196097,1.69959544679735,-1.38461550004463e-05,1.54023737680203,2.99047973449905,1.72928413020396,52.5,51.88,286,0.24,1.70674677565678,1.69959544679735,1.72928413020396,0,2
351,0.00166143688869874,1.56201205596322,2.70739530547269,1.6454190798924,0.000241871515596538,1.55301806749775,2.69338140907693,1.64117120709592,-0.000118438304619694,1.53792474337409,2.76504189141797,1.66282488741045,52.5,51.9,279,0.22,1.6454190798924,1.64117120709592,1.66282488741045,0,2
352,0.00273185043608704,1.55731013868017,2.26044964660041,1.50349725753165,0.00140216726372548,1.5450599624146,2.2604071260855,1.50347998980423,0.000519575998475592,1.54172235640822,2.30865026674248,1.51941308182302,52.5,51.94,259,0.19,1.50349725753165,1.50347998980423,1.51941308182302,0,2
353,0.00330823006961303,1.54889009696862,1.92936707851779,1.38904041831087,0.000964756664975465,1.54712387284273,1.93999339605181,1.39286787298947,0.00471893584028959,1.54098283404876,1.96866062389231,1.4030756545944,52.5,51.96,245,0.17,1.38904041831087,1.39286787298947,1.40307565459441,0,2
354,0.00432369150305629,1.54635739495253,1.7121876277902,1.30855714530247,0.00239472562180164,1.54651406392196,1.72321831732118,1.31274095142952,0.0025646401216184,1.54268703945509,1.74569781123817,1.32123941409186,52.5,51.98,232,0.15,1.30855714530247,1.31274095142952,1.32123941409186,0,2
355,0.00630594068023512,1.54669061573903,1.39641894542209,1.18173588893776,0.00333389981869295,1.54827577723808,1.4077132706139,1.18652062542001,0.00502692149701999,1.54189708243241,1.42688952095041,1.19451527442634,52.5,52,221,0.13,1.18173588893776,1.18652062542001,1.19451527442634,0,2
356,-0.00336368923995796,1.55255140177031,8.57936177554537,2.92903315680233,-0.0125160046247736,1.55264244527703,8.4831430954725,2.9125662069609,-0.0140043914899976,1.57202076216133,9.01104314652548,3.00181046154582,55,53.88,371,0.53,2.92903315680233,2.9125662069609,3.00181046154582,0,2
357,-0.00242481150364386,1.55299277523684,8.3829815652748,2.89531938404211,-0.0125631811125134,1.55016936614089,8.285979243766,2.87852220154216,-0.0151643258294033,1.57096871041462,8.81626348753525,2.9691898037518,55,53.9,369,0.53,2.89531938404211,2.87852220154216,2.9691898037518,0,2
358,-0.00343422884057114,1.55419809032476,8.19529385792351,2.8627203110261,-0.0116392198803551,1.55102688087691,8.1023394380036,2.84644412241292,-0.0155625582185786,1.57340400175747,8.60742370538605,2.93381186497251,55,53.92,368,0.51,2.8627203110261,2.84644412241291,2.93381186497251,0,2
359,-0.00220020685419641,1.55399038059027,7.97498271777871,2.82398781250785,-0.0137899776330625,1.5536172388422,7.8700753947371,2.80535466619,-0.0158087357167108,1.56882558749786,8.38551256848144,2.89574599456893,55,53.94,366,0.5,2.82398781250785,2.80535466619,2.89574599456893,0,2
360,-0.00598163158463848,1.55496713748719,7.76000767910131,2.78565568316909,-0.0132105487956293,1.5533322015899,7.63561735295216,2.76324347192415,-0.0151697191994875,1.56956462898032,8.14814539828148,2.85446721061041,55,53.96,364,0.49,2.7856556831691,2.76324347192415,2.85446721061041,0,2
361,-0.00609797050779937,1.55654698087931,7.54650703482107,2.74707158875549,-0.0149287166273576,1.55579565503934,7.42460769583359,2.72479740058171,-0.0149333729326098,1.56981482420715,7.9359068897485,2.81704640387169,55,53.98,362,0.48,2.7470715887555,2.72479740058171,2.81704640387169,0,2
362,-0.00721519001444282,1.55703883841973,7.28446087704286,2.69895866342259,-0.0173699126182316,1.55118164318428,7.16724162711222,2.67716873809856,-0.0149670650834187,1.5700009541248,7.65870569842178,2.7674090768801,55,54,360,0.47,2.6989586634226,2.67716873809855,2.7674090768801,0,2
363,-0.007816659169105,1.55909213772814,7.04147422503773,2.65356455325358,-0.0179759459986565,1.55022328285383,6.94517571489257,2.63537213614836,-0.0134731678614951,1.56790961128068,7.43432361926622,2.72656835393586,55,54.02,358,0.46,2.65356455325359,2.63537213614836,2.72656835393585,0,2
