idx,fx1_R,fx0d5_R,fx1d5_R,fx2d5_R,fx3_R,fx5_R,fx7_R,fx1_S,fx0d5_S,fx1d5_S,fx2d5_S,fx3_S,fx5_S,fx7_S,fx1_T,fx0d5_T,fx1d5_T,fx2d5_T,fx3_T,fx5_T,fx7_T,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
14,1.43014723633827,0.00137736501311156,0.00128692712919136,0.000612978743866708,0.0238409455646116,0.00521653037496744,0.00402702115968113,1.42595022072592,0.00148440071506871,0.00130967399389459,0.00047653994263718,0.00738151979292929,0.00484818717144661,0.00193755937156471,1.46331113141276,0.00182217300854662,0.0014283947296346,0.00130487966310044,0.0221983661243185,0.011308631531706,0.00492876045508401,45,44.13,342,0.41,2.37619946523089,2.3737125778693,2.4549933847436,0,1
15,1.03072498301188,0.00269585447935396,0.00109000949068062,0.000910987288952578,0.0203527420349229,0.0172211602310149,0.00139519310556713,1.04478649267877,0.00217902700371151,0.00253082318397884,0.00174713096581313,0.00652145550177003,0.00736595046026774,0.00253735809175208,1.08680730758284,0.00341379464661475,0.00224622736532293,0.000648614068339246,0.0192634113405882,0.0109465354021242,0.00526759372150726,45,44.15,337,0.4,2.32663469702883,2.32805996251553,2.40489355001255,0,1
16,1.3541308059194,0.00110239301757171,0.00132777243022232,0.000347067203559482,0.0238452877769726,0.00708264937586441,0.00216575828685842,1.35846385128338,0.00086009641195005,0.00183755968084316,0.000347348348396365,0.00709729187427401,0.00631359100777679,0.00305357967155967,1.40936441382692,0.00140008094177689,0.00129477874824486,0.00046532043757838,0.0226537287362746,0.015111474542203,0.00536512501728149,45,44.17,337,0.39,2.28789310245274,2.28867441477505,2.36023809199574,0,1
17,1.53573380565561,0.0012865628823542,0.000888097807957713,0.000514302524515232,0.0168358293998876,0.00957690291624972,0.00302389515580979,1.53943850008149,0.00142715576979643,0.000916243081950245,8.09759995417889e-05,0.00500459274019486,0.00804641699905575,0.00260853327726303,1.59084908084142,0.000754987455912071,0.00116027233640421,0.000143536033692999,0.016444452103525,0.0155845287303879,0.00442001437776867,45,44.19,334,0.38,2.24254355477452,2.24411754715203,2.31239647750905,0,1
18,1.48931393313545,0.000739388565394455,0.000673848146482016,0.000168836290166195,0.0151840918889923,0.00228942806273547,0.00332264606874317,1.48597838791108,0.00110600833261535,0.00075598539785618,8.95672981105286e-05,0.00443739323669401,0.00236344547316637,0.00351529834585302,1.522610956379,0.00126789991093299,0.000690457076713149,0.00031074056535037,0.0152424921695564,0.0071052736647914,0.00557394468842647,45,44.21,329,0.36,2.17856241431202,2.17702642636995,2.23965460790647,0,1
19,1.24484947378078,0.00178624875168924,0.00177093614792028,0.000602795815854449,0.0239138119443679,0.00400125362079425,0.0045590670113255,1.23869086840846,0.00161383210808358,0.00229465026890669,0.000629768825047885,0.00707895386182248,0.00449242018354668,0.00467242975577448,1.25465361046851,0.00245616779370639,0.00190594376903012,0.000427749527935666,0.024282115857405,0.0115634213132753,0.00488187609257301,45,44.23,324,0.34,2.11083612943326,2.11203833521229,2.16164576214241,0,1
20,0.878277908927768,0.00274457657730418,0.000331768910082582,0.000949221073795691,0.017790258401747,0.0163534271821165,0.00293473141648366,0.863000037719766,0.00258906146750686,0.00162581445016727,0.0016245708686752,0.00580497788669333,0.0143338261393917,0.00377407260175254,0.871190796795659,0.0025158301866051,0.00109515843429748,0.00107454060921958,0.0183118141299703,0.0163771198255594,0.00376068959391827,45,44.25,320,0.33,2.06123932813246,2.06391630193295,2.1105928561721,0,1
21,1.21845620979325,0.00153294184922634,0.00117037724021551,0.000377614246147436,0.0220133230911741,0.00836300790293615,0.00486561410390399,1.21576368141016,0.00137012668578441,0.000940704241851764,0.000258442682020997,0.00626045429817253,0.00146211963028589,0.00599928041949979,1.24155265081634,0.000990119540406899,0.00171058834060651,0.000882947215636493,0.0223313251245147,0.00511465050493883,0.00565485870808704,45,44.27,316,0.32,2.01081085586375,2.01560681612094,2.05914995650377,0,1
22,1.35181504598846,0.000841016892484853,0.000924798382522816,0.000159323231572815,0.0159850212693663,0.00565747367342608,0.00371344418902081,1.35642407468177,0.0011270499475025,0.000894326475131551,0.000581871091499683,0.00467982167431495,0.00390581925875755,0.00516818446668253,1.38396248442017,0.0010932279659202,0.000926207268817779,0.000389916310532302,0.016620450876036,0.0113160487743398,0.00374065242410783,45,44.29,312,0.31,1.96147056154453,1.96572683990364,2.00281782269486,0,1
23,1.3167481811023,0.000464132957060484,2.74946385271059e-05,0.000470065798367827,0.0160055261457156,0.0130940042448905,0.00349436471995088,1.31824939734367,0.000784784610486596,0.000423738857852081,0.000194232698400421,0.00451548781254253,0.00782992965555142,0.00476853565680229,1.34248370636116,0.00031277585298824,0.000842297702432849,0.000886250241734665,0.0163796708425491,0.0116755492262418,0.00368353102544211,45,44.31,307,0.29,1.91040520501138,1.9158881769826,1.95320465985268,0,1
24,1.13855212618092,0.00169681721001813,0.00164905505099303,0.000100505486637251,0.0184770281942163,0.0124941846998322,0.00425650968164938,1.13184529133008,0.000995163679387777,0.00205488197616952,0.000322059352805009,0.00519953983967637,0.00941018867311447,0.00635114770009813,1.13883316358914,0.00102376651815015,0.00200563121992062,0.000546616980556526,0.0195488770753781,0.0145265453049664,0.00550349144323226,45,44.33,301,0.28,1.85623660427104,1.86225931463635,1.8947654792817,0,1
25,0.707961808608577,0.00178337152498026,0.00271925366747262,0.00111875793848964,0.0114864190660136,0.0110933040533829,0.00120952269997983,0.714659512149746,0.00265421163153724,0.00231911107573244,0.000603745121738644,0.00260471984313804,0.00684037462714558,0.00243599746798492,0.740968343497789,0.00142913339750062,0.00332959468537351,0.000739926699508983,0.0112119653602399,0.0104409756289987,0.00154900620301739,45,44.35,294,0.26,1.77972825033668,1.78528580114164,1.81311335194798,0,1
26,1.06802645978592,0.00160532808386555,0.00142523930972564,0.000831931220707625,0.0138996770737328,0.00712731222309102,0.00392022277432673,1.06641022934393,0.00108233878344281,0.00145280430011623,0.000590146550636494,0.00369944015283954,0.00313084519886484,0.00657912537954036,1.07659920667038,0.00126974449261902,0.00115685528580283,0.000997445050759665,0.0148751271573553,0.00213287180882586,0.00477710870231457,45,44.37,287,0.25,1.72414665785548,1.73244484054361,1.75509638760941,0,1
27,1.15520034675957,0.0014661857006988,0.000775620179106036,0.000182706032911303,0.0104312124244329,0.0044109245173345,0.00206348059056133,1.16372728371729,0.000336092873447493,0.000188094808157374,0.000229287662571613,0.00315748516707967,0.00368489861124658,0.00358894432562953,1.17762967231312,0.000680319215449435,0.000490491097551308,0.000496591673983965,0.0112322886465486,0.00819166633598334,0.00249702592373398,45,44.39,278,0.23,1.66354140657931,1.67329933519543,1.6913009189294,0,1
28,1.08923745746557,0.000793516091146323,0.000512926050716083,0.000223426454104385,0.00828741485054462,0.00765623180830192,0.00272972708520872,1.09695563451154,0.00149993546264664,0.000378403962140577,0.000139353680600495,0.00340413176792895,0.00461380677577487,0.00484952623707326,1.10840835886588,0.000999205438991601,0.000262748165990297,0.000399056561298096,0.00801497438744248,0.00593317529893383,0.00412939826214576,45,44.41,270,0.21,1.59107313022266,1.60367667356043,1.61811928396378,0,1
29,0.92619175605099,0.00146653633297892,0.00130839596762425,0.000281672490751219,0.00920182127535636,0.0063751454990925,0.00301994216680451,0.9324651824977,0.000728726625869052,0.0019380989050162,0.000726978763834914,0.0035175776408168,0.00391576954880957,0.00557288936682585,0.931720449444468,0.000856369803806164,0.00118222005611486,0.000430198433051127,0.0100455267034103,0.00465928094771214,0.00434649870216674,45,44.43,259,0.19,1.51974737579899,1.53381747650768,1.54398668101489,0,1
30,0.646430040023882,0.00282549307755138,0.0023292244963617,0.000907297387502369,0.00621157977383082,0.010471196267114,0.00254754759035689,0.665710448615579,0.00207974717791779,0.00296556228587033,0.00133336181971684,0.00383108231116678,0.00592436307549569,0.00335810971943988,0.676928721575718,0.00277932903857412,0.00242811473544881,0.00118010869163311,0.0068219869195375,0.00650797467366681,0.00364093795769086,45,44.45,249,0.17,1.44441124526874,1.45944874662495,1.46792643961098,0,1
31,0.814218509940574,0.000829643983964369,0.00150319267883525,0.000735937384710429,0.00521076303822555,0.0072813851095196,0.00322598034100393,0.817253935823591,0.00207709742935547,0.000750113171842629,0.000205164680425709,0.00360428395267777,0.00451117558924089,0.00403202281993702,0.808381249392512,0.00306211998055528,0.00146374626070914,0.000859688760070021,0.00606124835042451,0.00500018844046043,0.00350785892275206,45,44.47,235,0.13,1.35065484966597,1.36738695873234,1.37274875592562,0,1
32,0.840221806558107,0.000670631344556094,0.000800770325436573,0.000479235580488937,0.00215788637781063,0.00357554935564186,0.00147962779398068,0.84946185550686,0.000733856456383967,0.00107262619849469,0.000346541106315038,0.0029827375747811,0.0032326648584266,0.00120402690526156,0.849411075963364,0.000229445678377765,0.00180636802011913,0.000273011320924337,0.00325843734126391,0.0038936585063722,0.00213488968412634,45,44.49,212,0.12,1.20135414559844,1.21717108952675,1.22032662320949,0,1
33,1.79817399621503,0.00123082260158016,0.00151482256568503,0.000248357378665134,0.0255592134523656,0.00995382555184094,0.00587893877788002,1.80408043443708,0.000934248090385274,0.00180655834800174,0.000511047929898533,0.0051406360203004,0.0112418491655254,0.00247398045137442,1.83081649172167,0.00106305845808683,0.00138818080397764,0.000679081320231951,0.026641218691046,0.0127972789832411,0.001230744784443,47.5,46.33,373,0.58,2.98729907354967,2.99860438744414,3.06045102364073,0,1
34,1.32413468951536,0.00159845214991452,0.00151941642779398,0.00123990065296593,0.0218212479459599,0.0164975511716796,0.00482822932571018,1.31235843646403,0.00133189697892308,0.00100481310673809,0.00114452521481235,0.00511083294763408,0.0179985090314154,0.00416489103125205,1.31869891988288,0.00228287295029299,0.000472605266324001,0.00142010500404397,0.0214011439233919,0.0222726979652392,0.000880856207440723,47.5,46.35,372,0.57,2.95075775888202,2.96085948347133,3.0257014511,0,1
35,1.72751660383262,0.00136739725983862,0.00046878180675271,0.000435364901028325,0.025273828661303,0.0125108471439276,0.00550467839090129,1.7439969046371,0.000468539154981077,0.000266961085561422,0.00066007073259794,0.00493277169323744,0.0133048527363801,0.00332841954679897,1.79435518257593,0.00227611434148232,0.000893152454300829,0.000703512310632891,0.0253198574568948,0.0167667551328534,0.00228871138679891,47.5,46.37,371,0.56,2.91523326290469,2.92813738363723,2.99093637665335,0,1
36,1.97659622138684,0.000380960277909909,0.000840218471909077,4.24319786004207e-05,0.0185432169019979,0.011850172540324,0.00464587828582551,1.98782445107094,0.000432158656316184,0.000457546566874648,0.000136395166729795,0.00397659938005696,0.0124264659330189,0.00316808668110673,2.03748582219654,0.000465567772905946,0.000608839896117472,0.000176291918495783,0.017965657260238,0.0159651850497673,0.00111529121099802,47.5,46.39,369,0.55,2.88625203571036,2.89636706112283,2.96063622876526,0,1
37,1.93207989278437,0.00126887025293155,0.000524274155026512,0.000362180836767337,0.0165155804190785,0.00766590268545658,0.00479344123673215,1.93044857714377,0.000783807204909033,0.00079544729662344,0.000295261497779864,0.00395693940254409,0.00821308807125448,0.00290063158039583,1.96326836893214,0.00132054344309571,0.000688105401450692,0.000343982784868346,0.0161588154277321,0.00900581428867418,0.0022731016594845,47.5,46.41,367,0.53,2.83895360225709,2.84913553076617,2.91274135112286,0,1
38,1.60305211725501,0.00174791708256832,0.000895031394246754,0.000407120680403974,0.0264913536326563,0.0107095191835027,0.00514468617736993,1.61891431830267,0.00139339460480297,0.000683683700961245,0.000201618803428122,0.00637744462696007,0.00928099998829385,0.00326891531127708,1.6801396424415,0.00075162609680095,0.00130989581558034,0.00107939693500737,0.0254152685395213,0.00951401344939339,0.00078184963567901,47.5,46.43,365,0.52,2.80361845982614,2.81534605448329,2.88306825840673,0,1
39,1.15451624818632,0.00345576291081018,0.00275463586545193,0.000729466891867242,0.0199484393052451,0.0155591289622977,0.003225057692373,1.17933878581275,0.00285052287546272,0.00317878038637007,0.000271351530915201,0.00476713492476718,0.0118929698065598,0.00282755391091046,1.22819889077455,0.00162937321015015,0.00313272634982266,0.00192504460359083,0.0177700211423935,0.0120980700021352,0.000759744745592998,47.5,46.45,364,0.52,2.76616067517851,2.77653395556972,2.84414524969707,0,1
40,1.65653237323269,0.00168142446171015,0.0026466823243464,0.000515623302964536,0.0242526857168619,0.010299995044857,0.00487301797412952,1.67448793952894,0.00169700691302443,0.00259431199220549,0.000704578367665444,0.00679155334444871,0.0117390141408075,0.00294292108108676,1.73196698474944,0.00189859686464463,0.00128675174824754,0.0005453917816303,0.0235175884864364,0.0143112366534163,0.00236386891250824,47.5,46.47,362,0.51,2.72921064695173,2.74004123307032,2.80845238792777,0,1
41,1.87525836587235,0.000916282066443744,0.000736845217911871,0.000123541679589113,0.0184097884494941,0.01244806296803,0.00318553243746333,1.88207993438349,0.00109416401714885,0.0012032652490789,0.000297887237011457,0.00500322832304291,0.0103145264143227,0.00217821207469823,1.92112283859787,0.000612429067748837,0.00063992048754218,0.000296130855838489,0.018236603384843,0.0121943784532555,0.00156594916791667,47.5,46.49,360,0.5,2.69951064285488,2.70798618957842,2.77376603325247,0,1
42,1.84467125853179,0.000590194797803437,0.00134009688139387,0.00011320397904289,0.0192007415746235,0.00933296695458076,0.00400794330733798,1.85519258011791,0.000402842473284954,0.00129576459020256,0.000101692598119754,0.00528872445872264,0.00789642472578378,0.00240341445189644,1.90042926865461,0.000317237236768066,0.00144714371220615,0.000390986746779588,0.0187062369225238,0.0107256626529772,0.000869652886443559,47.5,46.51,359,0.49,2.66080687564733,2.67166978365419,2.73862564113486,0,1
43,1.47475682965041,0.0029142574327232,0.00169370292231099,0.00028443110374397,0.0258764146309342,0.00908463857267577,0.00371033746007175,1.46676282039019,0.00215916149723339,0.00181808957430611,0.00057950192667332,0.00736152176985743,0.00820423039991869,0.00207641279856549,1.50564645098872,0.000864325882589506,0.0018568371353136,0.000477263051800911,0.0259389641474717,0.00844156911516732,0.00204795912478192,47.5,46.53,356,0.47,2.61041089486897,2.61942873898421,2.68751657273172,0,1
44,1.04458928179216,0.00264545579193907,0.00115707449554231,0.000435186140456435,0.0179293652961997,0.0144873198194705,0.00131904906657814,1.03239064241302,0.00143379523768232,0.00230759607495851,0.000592481298994888,0.00636265766832428,0.013221898112403,0.00164814138848285,1.06233821673014,0.00239465949164435,0.00173408074423752,0.000861684728537685,0.0181102376026914,0.0140874151314763,0.000497452418565207,47.5,46.55,354,0.46,2.57644552786149,2.5858546380657,2.65368468102491,0,1
45,1.59678745108135,0.00154039051048934,0.00169771723745611,0.000256801014913737,0.0223876825465574,0.00974378150289604,0.00407684815052829,1.59542082756432,0.00101202540074248,0.0017461841175763,0.000612592005047627,0.00696911949430994,0.00804993541830827,0.00197364656745007,1.6194140481046,0.00160893386300475,0.00185447353624715,0.000681083715903147,0.0217363475277573,0.00887830753833881,0.003166022233342,47.5,46.57,352,0.45,2.53434268080105,2.54236257699634,2.61262948386405,0,1
46,1.73005377262453,0.0017734006507294,0.000805734409328889,2.29433460416328e-05,0.019301333400537,0.00434116884344885,0.00322531579506259,1.73286885779487,0.00160724088588304,0.00133017934301104,0.000348550624252446,0.00625309435401628,0.00507134943514098,0.000352453287586175,1.78161851212306,0.00166243420767939,0.00068184200904874,0.000427094930511994,0.0185802599585874,0.00756482393159012,0.00329992409131504,47.5,46.59,350,0.45,2.49726302572737,2.50304691132893,2.57337475973026,0,1
47,1.69275981284495,0.00119766388199738,0.00108848519217916,0.000270486106279045,0.0173004564445561,0.00597454250568295,0.00332664216691099,1.70066253085475,0.000325196789312068,0.000831563566175978,0.000279494721796894,0.00567586422302328,0.00455671070240577,0.0020810151306298,1.74735618553448,0.000846788294501324,0.000807595686312371,0.000371444995903193,0.0165290069031289,0.00714419457804051,0.00226898117573634,47.5,46.61,348,0.43,2.45340038559853,2.46186057820874,2.53172925384786,0,1
48,1.46755677408327,0.00201140360891067,0.000116606231393333,0.000104766991729034,0.0233429177900472,0.00556184562756872,0.00381788893663066,1.469696483961,0.00199318490297806,0.000948780305486294,0.00077354867657425,0.00716999417921099,0.00611251320344934,0.00086271034168797,1.5008650558536,0.00147890811133128,0.00144287069131927,0.000494761319025148,0.0231998485381905,0.0121109448455826,0.00426152248835324,47.5,46.63,345,0.42,2.40911802520674,2.4183634161363,2.48632327744582,0,1
49,1.05105165115491,0.00206467266871208,0.00106653923001098,0.000644482785981481,0.0208640409070032,0.0201868997174309,0.00234074806518561,1.07190933948971,0.00204392385529061,0.00167382629834257,0.000930887152926661,0.0070795199021932,0.0128083960475255,0.00276403629369004,1.1201659182112,0.0010543892437874,0.00097301116856649,0.00114427710446216,0.0213743099433486,0.0146071166064698,0.0037009689202879,47.5,46.65,343,0.41,2.3672859596711,2.37651424845071,2.44300093479042,0,1
50,1.46638001810259,0.000440615453259236,0.00108433351212384,0.000286970230568402,0.0202468268152277,0.00929711605837948,0.00281134154697674,1.47533687435105,0.000608537897915489,0.000654446687961607,0.000462178300889482,0.00538021983154971,0.00654701922985136,0.00168411300742269,1.51242083300502,0.000363123225401428,0.000519368854331065,0.000746336565538637,0.0197117047548712,0.00777633099224257,0.00389506252528523,47.5,46.67,338,0.39,2.30426520468086,2.30778349482997,2.37780266537046,0,1
51,1.5770797596352,0.000580172108080591,0.000569380902134891,0.000159714720654681,0.0200066198020977,0.00854078959293247,0.00143742828484915,1.57680292577731,0.000502429902146588,0.000727729654848963,4.32295863696935e-05,0.00549796275936888,0.00733649594272023,0.00167589959778551,1.62414695725205,0.000717762574941568,0.000603078869901847,0.000317319014491318,0.018595297272841,0.00872569559664246,0.00286172350606915,47.5,46.69,335,0.38,2.26018006441819,2.25617954931095,2.3230646550828,0,1
52,1.51061488993603,0.00132015797616301,0.000754031687391912,0.000327708718656303,0.0166262562126902,0.00964475966681846,0.0037495605418087,1.50337491530072,0.000842908630192564,0.000881528673209146,0.000183789937100482,0.00416051563874043,0.00801020542501506,0.00336404213374987,1.53873782889079,0.00151681884531599,0.0010562375020599,0.000154153397577572,0.0158782898483879,0.00966997064804063,0.00563571201279973,47.5,46.71,332,0.37,2.21151223389825,2.20962679142829,2.27068758295176,0,1
53,1.28612161491424,0.00295347131637792,0.00185806079625081,0.0011637962551456,0.024093477105453,0.00956332698224465,0.00321884774691726,1.29308241834681,0.0048749903501055,0.00350107524805712,6.2291458370342e-05,0.00630720205101447,0.00279348715765406,0.00385864545522923,1.32742028277835,0.00345654179963558,0.00286959651115451,0.00151413815309212,0.023743378692534,0.00491102569725056,0.00644432442413546,47.5,46.73,329,0.36,2.16707550197683,2.16497996546063,2.22257090603593,0,1
54,0.946981393328468,0.00304343028445989,0.00288599435295878,0.000923756099177499,0.0188101518871184,0.00838203975291056,0.00449133223561373,0.94868261281946,0.0033594311440373,0.00230380517086783,0.00067900421214683,0.00521069011472785,0.00221694345247808,0.0048515070391881,0.964642507025811,0.00287320757754348,0.0020042590016339,0.000821328651722864,0.018223194982891,0.0113859639836121,0.0053547373530738,47.5,46.75,325,0.34,2.11921931558645,2.11793735472006,2.16928551643988,0,1
55,1.24053062496595,0.00197425533607331,0.00129312143986155,0.000166852467616913,0.0231173059891984,0.0102044015807544,0.00436784211858356,1.23530285716084,0.00105638820266837,0.00121190193152001,0.000694831311676858,0.00555226544229669,0.00166865604763788,0.00573378531354009,1.26103878124089,0.00212363422908968,0.00120050166187193,0.000774322483662388,0.0236131205774117,0.00641915473154929,0.00595480865266331,47.5,46.77,322,0.33,2.07144758869064,2.07254687093046,2.11941024965506,0,1
56,1.39379368800589,0.00105814303689235,0.000141887736511111,0.000344441175032878,0.0167920234546894,0.0135693431970234,0.00370672480279296,1.38903858251537,0.00126745104193676,0.000190741253949358,0.000479183802286386,0.0047283743629148,0.00779984933971185,0.00491607971200024,1.41280072027344,0.000414655306579863,0.000529269309545122,0.000551064480885966,0.016852922542218,0.00889851036926019,0.00452841554166724,47.5,46.79,317,0.34,2.01590910548213,2.01685763811309,2.0592749601286,0,1
57,1.33018768788326,0.00164237735302474,0.000852824276615807,0.00025588869298372,0.0139440655328842,0.00334926443674711,0.0040829758006861,1.33141569241883,0.00147368992797075,0.00111596374369577,0.000204949847008819,0.00315991034407648,0.00119153738505654,0.00613094224124271,1.35475722798131,0.00155992866256154,0.000918344199391629,0.000415738630056079,0.0139473396148242,0.00267594213386268,0.00503677122736381,47.5,46.81,311,0.3,1.95133259579842,1.95234420287552,1.99084417501645,0,1
58,1.10862731437038,0.00151101507570643,0.0018544681944611,0.000876566735424187,0.0212003752112924,0.00350359420016382,0.00394180622391847,1.10513275362005,0.00233255599282321,0.000977872665323301,0.000656588009893746,0.00506542881332941,0.00251731256327139,0.00556916804716387,1.11322840505467,0.00110884151449508,0.00116203457798336,0.000852048687935489,0.0210354392738999,0.0100028569119701,0.00400313137819968,47.5,46.83,306,0.28,1.89416665751069,1.89641695519824,1.93042485644483,0,1
59,0.788828981058872,0.00177588002005728,0.00197729871406517,0.000348981719505088,0.0140768160872036,0.00515917282392663,0.00353217635715704,0.784127372525373,0.00135012830767164,0.00282428124241442,0.000603499601572043,0.00486629301312229,0.00403182345535902,0.00403957715097821,0.784144745698918,0.00278663120778109,0.00329656729707536,0.00193145830777521,0.0145116315039347,0.0137269988015254,0.00320383929153544,47.5,46.85,300,0.27,1.83188163377248,1.83642750152721,1.86564469032524,0,1
