,0,1,2,3,4,5,6
0,35.08,13.71,3.63,16.13,23.79,1.61,6.05
1,8.87,23.15,5.91,19.7,29.56,3.94,8.87
2,13.97,5.59,13.97,23.46,32.96,2.23,7.82
3,4.92,4.37,7.65,60.66,7.1,1.64,13.66
4,12.99,15.82,3.95,17.51,41.81,2.82,5.08
5,11.54,6.73,10.58,26.44,23.56,4.81,16.35
6,0.63,1.27,11.39,15.19,3.16,2.53,65.82
