idx,fx1_R,fx0d5_R,fx1d5_R,fx2d5_R,fx3_R,fx5_R,fx7_R,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
14,0.912430038524243,0.0201850745144161,0.0247914994074904,0.0172715247474372,0.156189957340029,0.315465139443345,0.289560643558585,47.5,46.62,231,0.18,1.7407758512243,1.39464752305224,1.28560351758664,0,7
15,0.756983664834591,0.019745424436632,0.0416424439877035,0.0127131558674517,0.150263757177491,0.327824598950207,0.331700872813842,47.5,46.64,225,0.17,1.68500492570064,1.35490152738565,1.24387646733509,0,7
16,0.74777697585225,0.034730075520087,0.0814271501388808,0.0154299648332926,0.157639303918838,0.323451722143457,0.287564260280191,47.5,46.66,210,0.15,1.60734129890533,1.29895754434689,1.19126557137335,0,7
17,1.23668957976379,0.0241555146048474,0.0304056747608295,0.0401892135295689,0.200948029726387,0.444964189635413,0.443278608711607,50,48.81,324,0.41,2.86078561334096,2.19114979235371,2.14429121374353,0,7
18,1.09177850112141,0.0765635279823116,0.0604776861529098,0.0317112256214757,0.226378126270503,0.372555472152555,0.4385185895463,50,48.83,322,0.4,2.82472776071762,2.16600217945024,2.1118547012779,0,7
19,1.11978357562327,0.0168657040182848,0.037043907461606,0.0255785545728324,0.15846117423058,0.401450052414226,0.347296357064615,50,48.85,320,0.4,2.78517150884315,2.13809311216008,2.07977088555389,0,7
20,1.17420338285582,0.0200960320389245,0.0296145311432396,0.0274965919596674,0.199004602730354,0.384933607353973,0.453819254575763,50,48.87,315,0.39,2.72135301278039,2.0916379720224,2.02787518135155,0,7
21,1.24012453383706,0.0125528167741386,0.0260804027773444,0.0274959279660312,0.203516850718052,0.464029302118421,0.335918461955134,50,48.89,313,0.37,2.67053660759788,2.05553149057591,1.98283180919889,0,7
22,1.20534216760441,0.0166083191336455,0.0363294451637547,0.033677370929249,0.185550795787157,0.381215412912561,0.475430485901519,50,48.91,310,0.35,2.61858924310456,2.02262964981273,1.94070559927974,0,7
23,1.11678165423963,0.0107238865896388,0.0339037552936545,0.0232604848049982,0.225371226509262,0.341549754617383,0.450414013269752,50,48.93,307,0.34,2.56964163720652,1.98715077397166,1.90016870873456,0,7
24,0.912052931082095,0.0162019586392054,0.0289194449730624,0.0257274259107091,0.157091351945205,0.339964543351872,0.346942488674811,50,48.95,303,0.34,2.51533049411622,1.94835124493199,1.85317227150842,0,7
25,1.10322706196768,0.0160334060416748,0.0331555260150989,0.0180962344475735,0.214002739279218,0.322205631425892,0.415428066898596,50,48.97,301,0.33,2.44350861259714,1.89839956251654,1.79683037985287,0,7
26,1.19808608377581,0.0122905098627963,0.0302859520016991,0.0218177011658336,0.15840080775577,0.383459051876355,0.386341550501767,50,48.99,299,0.33,2.42509814135004,1.89010265096437,1.7805574463876,0,7
