,0,1,2,3,4,5,6
0,52.82,14.52,9.14,6.59,9.27,6.59,1.08
1,26.27,29.23,14.12,7.72,14.12,5.42,3.12
2,20.67,18.25,29.05,12.85,8.57,8.57,2.05
3,18.21,12.39,12.2,29.87,6.19,15.3,5.83
4,32.77,28.25,13.94,6.59,10.92,6.4,1.13
5,21.79,12.82,15.87,15.22,5.77,26.12,2.4
6,5.7,6.96,3.8,10.97,1.48,6.96,64.14
