,0,1,2,3,4,5,6
0,98.79,0.81,0.0,0.0,0.0,0.4,0.0
1,0.66,18.88,11.66,40.39,22.5,4.27,1.64
2,1.12,8.01,13.78,49.53,22.72,3.17,1.68
3,0.91,8.01,14.39,69.22,4.19,1.09,2.19
4,0.56,15.63,11.68,38.04,28.63,3.95,1.51
5,0.64,12.18,10.42,46.15,9.46,12.02,9.13
6,0.0,6.75,2.95,23.42,2.11,3.59,61.18
