idx,scm_COR_R,scm_IDM_R,scm_ENT_R,scm_CSD_R,scm_CSR_R,scm_DKL_R,scm_MDR_R,scm_CAD_R,scm_COR_S,scm_IDM_S,scm_ENT_S,scm_CSD_S,scm_CSR_S,scm_DKL_S,scm_MDR_S,scm_CAD_S,scm_COR_T,scm_IDM_T,scm_ENT_T,scm_CSD_T,scm_CSR_T,scm_DKL_T,scm_MDR_T,scm_CAD_T,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
11,0.980838080843509,0.930838685655775,2.26986116003939,0.0295431417128471,0.454684538247083,0,1,1,0.980842198982963,0.933549916914057,2.25696118337051,0.0251961904030091,0.481498098084908,0,1,1,0.966747206071113,0.904355375488352,2.26086160094512,0.0613571902536939,0.840034413003461,0,1,1,45,44.07,350,0.45,2.4930110419858,2.49843271295175,2.5784818642342,0,1
12,0.981549311018949,0.934771635289499,2.2497742631275,0.02543345136289,0.465318059278715,0,1,1,0.979861010465385,0.931185399012943,2.26631755574391,0.0258020384306934,0.492179541649682,0,1,1,0.965338017497301,0.898472596585804,2.27196377673489,0.0725079916038706,0.832435366681994,0,1,1,45,44.09,347,0.43,2.45427627377362,2.46042308250999,2.54041711450652,0,1
13,0.977482663090989,0.897021887334051,2.53088648886524,0.0548122237012062,0.277331606065763,0,1,1,0.980235458502193,0.9299211426871,2.27639841940596,0.0292369020707443,0.459047500135442,0,1,1,0.965487490020408,0.934247650367159,2.05856301818133,0.0180548447130766,0.998274142983583,0,1,1,45,44.11,345,0.42,2.41549848127315,2.41707457107655,2.49952833721724,0,1
14,0.97933692811799,0.923054201742726,2.31065130616332,0.0395693874561756,0.420232729633037,0,1,1,0.967786797353004,0.908397223938084,2.22794322123062,0.057625562881777,0.87003280220718,0,1,1,0.964942467131898,0.89515898023489,2.29471833326842,0.0745230091550442,0.80689400809795,0,1,1,45,44.13,342,0.41,2.37619946523089,2.3737125778693,2.4549933847436,0,1
15,0.977204590930354,0.897231144687495,2.52972959915313,0.054060094365195,0.282156109735364,0,1,1,0.96883290865064,0.91354235182343,2.20587743750593,0.0504228553423349,0.894378052370513,0,1,1,0.966250811093811,0.903195505699164,2.24696275658701,0.0664448071131394,0.856550562983295,0,1,1,45,44.15,337,0.4,2.32663469702883,2.32805996251553,2.40489355001255,0,1
16,0.980386777031179,0.929368029739777,2.28200018081171,0.0315887180127491,0.444370589348472,0,1,1,0.979104111360381,0.927884793823999,2.28078915914906,0.0286103200162929,0.491032170450736,0,1,1,0.968199839687803,0.913158615651539,2.19821318944257,0.0544037476234602,0.901942618696065,0,1,1,45,44.17,337,0.39,2.28789310245274,2.28867441477505,2.36023809199574,0,1
17,0.981466232727755,0.933393070489845,2.25938980592614,0.028040622869697,0.450354684887819,0,1,1,0.971149154861457,0.9313762014753,2.07960071686391,0.0328690048519356,0.996188294986432,0,1,1,0.96630116467205,0.904028350329066,2.25851796469679,0.061932881719243,0.848405870534624,0,1,1,45,44.19,334,0.38,2.24254355477452,2.24411754715203,2.31239647750905,0,1
18,0.974030016609099,0.894774516821761,2.49701705238355,0.0537160369826712,0.343699354809696,0,1,1,0.979191421821798,0.927798704793008,2.28464393399843,0.0302487471576567,0.473468550942503,0,1,1,0.96682956551361,0.892952816373183,2.37686660930163,0.0647191238672977,0.651429644546701,0,1,1,45,44.21,329,0.36,2.17856241431202,2.17702642636995,2.23965460790647,0,1
19,0.973348213109458,0.893351676821098,2.51821807752196,0.0501660603148492,0.337113641221496,0,1,1,0.979071048814411,0.92781592132121,2.2776325368361,0.0286166208637713,0.499843662287103,0,1,1,0.967034757173275,0.90730928358859,2.22000873781431,0.0629014826755448,0.879903864219336,0,1,1,45,44.23,324,0.34,2.11083612943326,2.11203833521229,2.16164576214241,0,1
20,0.981140558831996,0.934055669717915,2.25375676525562,0.0250830456797143,0.476473362149162,0,1,1,0.977952555794853,0.925360427886662,2.28881925360794,0.0290218886511948,0.516065374647591,0,1,1,0.967001863976867,0.908859563020322,2.22056552731598,0.0584741734411195,0.891157996099055,0,1,1,45,44.25,320,0.33,2.06123932813246,2.06391630193295,2.1105928561721,0,1
21,0.966221361616864,0.894614421184469,2.33655403695534,0.0676244348166206,0.722625250307988,0,1,1,0.980311223550814,0.933305956358613,2.25289989044805,0.0236953236455192,0.50453940549823,0,1,1,0.967350202030415,0.910498042429209,2.21410261519134,0.0563798364655049,0.896710145792618,0,1,1,45,44.27,316,0.32,2.01081085586375,2.01560681612094,2.05914995650377,0,1
22,0.97721032768319,0.923804596851674,2.29493588078372,0.0306828345281406,0.529366170751158,0,1,1,0.981591203223338,0.938156709696788,2.22923436285861,0.020360489657934,0.508600422344747,0,1,1,0.96625682369027,0.904322662325918,2.24411155662398,0.0637491876908255,0.863538300652581,0,1,1,45,44.29,312,0.31,1.96147056154453,1.96572683990364,2.00281782269486,0,1
23,0.981521091900785,0.937066606694404,2.23537419461875,0.0213131945023729,0.511421863223021,0,1,1,0.975868093472119,0.922339051835455,2.28936384158873,0.0295897403754951,0.584106866181681,0,1,1,0.953640589338753,0.913776088307321,2.06261997676207,0.0455304828733071,0.995353656277926,0,1,1,45,44.31,307,0.29,1.91040520501138,1.9158881769826,1.95320465985268,0,1
24,0.979355013566376,0.931688592404875,2.25723010067003,0.0235884778274216,0.541052856761107,0,1,1,0.977987633857665,0.931341504302798,2.25234138790803,0.0216619080105467,0.592007790186709,0,1,1,0.970136711297122,0.923889946229605,2.14114734287731,0.0422442340475743,0.935662494518423,0,1,1,45,44.33,301,0.28,1.85623660427104,1.86225931463635,1.8947654792817,0,1
25,0.98295621821245,0.943538647342995,2.1979564238212,0.0158541014749336,0.537580825496875,0,1,1,0.978427065177256,0.932696612445903,2.24663038567157,0.0205093393031691,0.596334642948229,0,1,1,0.971658196595165,0.928591326957006,2.11054834775769,0.0367845720190697,0.951131183367294,0,1,1,45,44.35,294,0.26,1.77972825033668,1.78528580114164,1.81311335194798,0,1
26,0.977429701027895,0.924026538042173,2.29913951229803,0.0315428608603205,0.520467213100184,0,1,1,0.98090263400076,0.938015908749812,2.22814018754686,0.0188656936373921,0.544441790990026,0,1,1,0.971087161824418,0.927248113050089,2.11489732560327,0.0379592680462876,0.960884768790525,0,1,1,45,44.37,287,0.25,1.72414665785548,1.73244484054361,1.75509638760941,0,1
27,0.9683613302334,0.895928899082569,2.36828216209629,0.0640707326287609,0.628701980919336,0,1,1,0.982811693001121,0.944126588492985,2.19473572503853,0.0153634021411508,0.543671679479195,0,1,1,0.968286066835828,0.917919626957464,2.16090608703843,0.0479545777787497,0.961033587634151,0,1,1,45,44.39,278,0.23,1.66354140657931,1.67329933519543,1.6913009189294,0,1
28,0.978910008814679,0.921947891505172,2.30670108614306,0.0441112869275385,0.467424969906736,0,1,1,0.968412934079792,0.914561650600867,2.1728079562721,0.0553555737922461,0.929365887900324,0,1,1,0.971132967188166,0.927884793823999,2.10646637649905,0.0374230270433909,0.976798916314414,0,1,1,45,44.41,270,0.21,1.59107313022266,1.60367667356043,1.61811928396378,0,1
29,0.976097311605245,0.923003082830297,2.29017355361488,0.0311971492700241,0.575522083166087,0,1,1,0.970907321627507,0.925018037851739,2.11001431409272,0.0458833801871182,0.970052583789098,0,1,1,0.967238893015074,0.912458711243316,2.20176677807006,0.0521913009124011,0.927543819532206,0,1,1,45,44.43,259,0.19,1.51974737579899,1.53381747650768,1.54398668101489,0,1
