idx,Skewness_R,Kurtosis_R,Variance_R,RMS_R,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
145,0.348195106405813,8.65652779216758,13.9890381363451,3.74072934969366,57.5,56.54,342,0.38,2.43953012881849,2.30779856481424,2.43487764730943,0,3
146,0.489230879886473,9.12166655407851,13.5745843177611,3.68498628614229,57.5,56.57,338,0.35,2.36727989854373,2.23675437371274,2.35777809977767,0,3
147,0.33253013198029,8.96100212194713,13.6353086145841,3.69339303638318,57.5,56.6,333,0.34,2.31312789542479,2.18627616559652,2.29983831087548,0,3
148,0.324103809583755,9.04567359469319,12.8303337161691,3.58254617536159,57.5,56.63,329,0.32,2.21847221771402,2.08273119724253,2.19201712517645,0,3
149,0.509723043174709,9.24350507520325,12.8551411785744,3.58537906021186,57.5,56.66,323,0.32,2.16264860147816,2.03772793132527,2.13718623763101,0,3
150,0.254299840769129,9.16305658450659,12.3284480767398,3.51312549936726,57.5,56.69,318,0.3,2.10332080073483,1.97953184670267,2.07552222621695,0,3
151,0.528948886023107,9.28772457032132,12.4686413350513,3.53106365026633,57.5,56.72,312,0.28,2.04103981916907,1.9198242054555,2.00859720521468,0,3
152,0.207188407125368,9.34337289118595,11.4825641434337,3.38972459305205,57.5,56.75,304,0.27,1.94730036667696,1.83204329466391,1.91196369239987,0,3
153,0.296158378749823,9.42571849324489,11.2515917920809,3.35527476362005,57.5,56.78,290,0.26,1.84526845526044,1.73658805781317,1.80853601150077,0,3
154,0.262670502778837,9.75863717616678,9.9967712852951,3.16261342002644,57.5,56.81,285,0.24,1.67865134265675,1.56868191472117,1.62723232144723,0,3
155,0.328754479914898,9.78042026632867,9.26850467267709,3.04458004090462,57.5,56.84,258,0.2,1.57023419360903,1.46265038169029,1.51552872785933,0,3
156,0.205941079777311,10.0008388494651,8.41431501478104,2.90071503923631,57.5,56.87,241,0.19,1.45096123243794,1.35555314696352,1.39882373325118,0,3
157,0.279815056678234,10.40673200381,7.22227272620092,2.68859296020526,57.5,56.9,215,0.18,1.31164058195095,1.22758970082076,1.26370271904193,0,3
158,0.534817555564555,9.54604213182997,14.6569959662933,3.82840736935994,60,58.78,373,0.5,3.07054267060206,2.94453434574189,3.09426865389717,0,3
159,0.546200054724636,9.6882905313594,14.4045806127923,3.7953203542208,60,58.81,371,0.49,3.017022453472,2.88692479073906,3.03729906250594,0,3
160,0.445580103171415,9.84315966144915,13.8107776009165,3.71764974814978,60,58.88,371,0.49,2.87248852151293,2.7508151255775,2.9007212470558,0,3
161,0.554640283544745,9.834639804903,13.6198901037714,3.69060883100606,60,58.91,362,0.44,2.82285649417071,2.6980330231285,2.84380300518207,0,3
162,0.559304723858564,9.91628608833866,13.669518291513,3.69744416131872,60,58.94,357,0.44,2.75203257603025,2.63077923875148,2.77463716642561,0,3
163,0.428586501025191,9.89683314403923,13.3380260231413,3.65476464719836,60,58.97,357,0.43,2.70552022006524,2.58752920953899,2.72455445174917,0,3
164,0.601672464100995,10.3358408206141,12.7643713855189,3.57330760432647,60,59,355,0.41,2.66909296320753,2.55239532283213,2.68790163946574,0,3
165,0.513375916874746,9.97464948869284,13.4467844424686,3.66703014988567,60,59.03,351,0.39,2.59955491529609,2.48107029264521,2.61170918898867,0,3
166,0.454828199961092,10.2012848347564,12.5752839873344,3.54634068586488,60,59.06,348,0.37,2.53766350743259,2.42071327072111,2.55060871259773,0,3
167,0.567073000947727,10.0540190096312,13.4523010917409,3.66852113394213,60,59.07,359,0.43,2.74610046746651,2.62458921003351,2.76648986744824,0,3
168,0.563224416364864,10.3998258587323,12.6508038311488,3.55695902601452,60,59.09,344,0.37,2.46660928857894,2.34633822182057,2.47201116518278,0,3
169,0.423005211288971,10.2326861963184,12.8921110760576,3.59123295894132,60,59.12,339,0.33,2.39659217292155,2.27173827574616,2.39052678337659,0,3
