,0,1,2,3,4,5,6
0,91.53,0.0,0.0,4.44,0.0,0.0,4.03
1,0.0,38.92,23.65,0.0,17.24,20.2,0.0
2,1.68,45.81,26.26,0.0,10.61,14.53,1.12
3,2.73,6.56,3.83,61.75,1.64,2.73,20.77
4,1.69,42.94,14.69,0.56,20.9,19.21,0.0
5,0.0,37.02,16.35,0.0,10.58,36.06,0.0
6,7.09,3.15,2.36,44.88,0.79,0.79,40.94
