,0,1,2,3,4,5,6
0,41.94,10.48,25.81,2.02,12.9,0.0,6.85
1,8.37,13.79,7.88,24.63,4.93,27.09,13.3
2,10.61,14.53,7.26,20.11,3.35,25.7,18.44
3,5.46,2.19,2.73,39.89,2.73,21.31,25.68
4,10.73,12.99,8.47,28.25,3.95,19.21,16.38
5,7.21,2.4,3.37,24.52,3.37,42.31,16.83
6,10.24,0.79,3.15,40.16,0.79,11.02,33.86
