idx,fx1_R,fx0d5_R,fx1d5_R,fx2d5_R,fx3_R,fx5_R,fx7_R,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
1,1.08659470130814,0.00930412056944527,0.0264849693111726,0.0122154969845583,0.120938259256861,0.484733924548295,0.310163487102745,45,43.75,374,0.6,3.07604412624126,3.06185372143614,3.11025790917569,0,5
2,1.31269720534896,0.0127049063692153,0.0289561000728836,0.0190616655572761,0.15462239589816,0.531881535078823,0.355685070017761,45,43.78,372,0.6,3.03299704640253,3.01591966843663,3.06734367378317,0,5
3,1.31900528209221,0.0146415949303601,0.0355353511855431,0.0130806918036816,0.130886701122001,0.513823041011245,0.41496454694422,45,43.81,370,0.58,2.97905556290464,2.95997271232726,3.01766751779053,0,5
4,1.18047234349251,0.017137628765565,0.0281416758745727,0.0145514134121978,0.180237976349819,0.542465955791099,0.395091854992576,45,43.84,368,0.57,2.94596374956647,2.91748275601117,2.97911899115269,0,5
5,1.15885064828094,0.00906003620702448,0.0306835490020912,0.0176272502199222,0.200653872394828,0.468028692744102,0.396449912419985,45,43.87,363,0.53,2.79672769101047,2.78212361619009,2.84375886764388,0,5
6,1.34198245761026,0.0113609163481484,0.0321810364734775,0.00973754458079394,0.21031229541183,0.524057085388014,0.388615597121116,45,43.9,360,0.52,2.74543667369112,2.73304738711458,2.79739672444549,0,5
7,1.24650688685248,0.0146181794293243,0.0340930557789412,0.027884019396996,0.18279368044651,0.510172403048608,0.332675048366786,45,43.93,358,0.5,2.69294982567367,2.67787157270718,2.74482460999449,0,5
8,1.09976790874709,0.0134124871813818,0.0433478168849286,0.0114777938593697,0.181220065914532,0.517705786355643,0.386565503871355,45,43.96,356,0.49,2.64527527846187,2.62911470317611,2.69656697958182,0,5
9,1.27659412635806,0.0261095734417339,0.0408146997744675,0.0167471239555509,0.173492074538077,0.401858083571351,0.30229116605142,45,43.99,353,0.48,2.58545750015364,2.5766146734093,2.63842442979131,0,5
10,1.2873876023499,0.0120206535590549,0.0335657560154846,0.0168835913398142,0.182521529442259,0.494091620092086,0.338592843353404,45,44.02,350,0.46,2.52478846088151,2.51087169328871,2.58195072290202,0,5
11,1.00581819801641,0.0165227142657457,0.0315439292788315,0.0150755645792291,0.166271840515028,0.356301788449175,0.316376538844906,45,44.05,346,0.44,2.47375835125352,2.45838440330855,2.5330810249206,0,5
12,1.21745759139394,0.0169554192153505,0.031884068537074,0.0180154433059403,0.147574334150322,0.491389623958928,0.330546990006928,45,44.08,343,0.42,2.40710668441506,2.38959334131915,2.46306892788521,0,5
13,1.29196436547142,0.0401003873286924,0.0471970094306718,0.0203271390279082,0.143784374733122,0.385257699412235,0.361601191665029,45,44.11,339,0.41,2.34417887770279,2.32798619058321,2.39666331002344,0,5
14,1.05094644143236,0.0184295925218462,0.0379456526721527,0.0123102444879964,0.159110556811035,0.509604277365855,0.350569022726012,45,44.14,334,0.39,2.271001197383,2.25839646578834,2.31838107310806,0,5
15,1.27093377786874,0.0186153248714962,0.0385514765949621,0.029120663788333,0.18538500979645,0.390782071186341,0.358462374946571,45,44.17,330,0.38,2.20922068441005,2.19908896685756,2.25295432626937,0,5
16,1.25128762539154,0.0486441453770208,0.107681938117614,0.0928760896390274,0.191237890897337,0.445644785407476,0.362018163139483,45,44.2,325,0.35,2.13638169358848,2.12503005701465,2.17169157824518,0,5
17,1.11205176010839,0.0171913101129303,0.0359421923741154,0.0112299278623121,0.188310643919256,0.429478650893665,0.302315996636407,45,44.23,319,0.34,2.06062707537778,2.04553471947939,2.09006328307475,0,5
18,1.051804530374,0.0144730964412422,0.0284766150490585,0.0119072252107669,0.188541740905835,0.471096776914809,0.333522791791596,45,44.26,313,0.32,1.99989901792555,1.98547216036988,2.0228886452666,0,5
19,1.24783248970238,0.0392129128392068,0.0818947518917214,0.0845702752262658,0.173545108405335,0.368477825094011,0.321965988304121,45,44.29,305,0.29,1.91347656835935,1.90010268952602,1.93173183663838,0,5
20,1.14723829979315,0.0153608804355774,0.0454600048896298,0.0410967208060919,0.169631509564841,0.428690267638515,0.261035845341924,45,44.32,297,0.28,1.82151580998833,1.80959454840476,1.83428170678015,0,5
21,0.890657259674962,0.0160638956511923,0.0281949781447814,0.0126116241579275,0.150272521285153,0.406069295010302,0.306330378172151,45,44.35,285,0.25,1.72359368641018,1.71443720527097,1.73477206624816,0,5
22,1.00659564827107,0.0157658094928852,0.0370929995442944,0.00823684184103267,0.150724001160049,0.406272239885869,0.239721855863174,45,44.38,275,0.23,1.63524076439747,1.62695447955125,1.64411306747121,0,5
23,1.04822659934875,0.011708350379484,0.0294610577486834,0.0136076578317699,0.14753005431863,0.319296249850137,0.265746039327495,45,44.41,260,0.19,1.52120266465012,1.51797180304288,1.52813451643326,0,5
24,0.774390953910591,0.0145816458377617,0.0412999168826024,0.0131042968858779,0.15321948341543,0.322537766974743,0.267818117159608,45,44.44,242,0.17,1.38495268473188,1.38487683917057,1.3914877693711,0,5
25,0.750659649494511,0.0110522041700075,0.0248448266315036,0.00776641239605306,0.150008340454582,0.278903102577073,0.233775280753129,45,44.47,218,0.14,1.2443835129856,1.24681757561249,1.25099030116897,0,5
26,1.29997247989772,0.028569372288577,0.0392578039462827,0.0163133611148403,0.172123033261808,0.43057748837135,0.404622326748943,47.5,46.21,377,0.61,3.12921674129553,3.10944442365464,3.16965143111895,0,5
27,1.1081085505423,0.0184617019749557,0.0275078668448073,0.0148902916631026,0.188206946306319,0.558077746474443,0.457369600657922,47.5,46.24,375,0.6,3.07873099974865,3.06153415123757,3.12001882730088,0,5
28,1.37248952035886,0.0319630921109573,0.0345335750489332,0.0084393473118678,0.201473417562884,0.496821499289978,0.417192322071112,47.5,46.27,373,0.59,3.0253534411252,3.00834863404567,3.06632335377864,0,5
29,1.25785007831694,0.0315285897564544,0.0241428169038743,0.00769006797035192,0.197776622285338,0.47501798457013,0.435983989871072,47.5,46.3,371,0.57,2.98197230072664,2.96432947474565,3.02441415710358,0,5
30,1.30170230716791,0.0347740620114679,0.0375205508108192,0.0113396815472381,0.186943177441565,0.4537767533238,0.415472235605899,47.5,46.33,369,0.56,2.93461888327633,2.91800692357201,2.9788538530786,0,5
31,1.11595092068073,0.0327889363109099,0.0323212004036536,0.01249720794253,0.202209299198478,0.497227502809079,0.308366745886466,47.5,46.36,367,0.55,2.88174717480548,2.86388243460844,2.92808605618241,0,5
32,1.22879337524427,0.0390962664289285,0.0347357351667042,0.0182769307618549,0.170054535879341,0.433253836543378,0.380158181125413,47.5,46.39,365,0.54,2.83353051603515,2.81327761325844,2.88031278580385,0,5
33,1.21820985018345,0.0280746756573021,0.0286788854223672,0.0135043116904026,0.157368936981925,0.464343913694865,0.320300563044045,47.5,46.42,362,0.52,2.77619190176387,2.75681786155018,2.82280137034368,0,5
34,0.943301378242631,0.0370043377433823,0.0290860487829,0.0148802659979463,0.163518679612622,0.405841561254228,0.354927852636258,47.5,46.45,359,0.5,2.7154298983321,2.69472455200127,2.76520354656277,0,5
35,1.20352088912184,0.0373108048961159,0.0363831067651908,0.0312891014802867,0.145983144277748,0.475953607163918,0.415331657381124,47.5,46.48,356,0.49,2.65513162264284,2.63650015390149,2.70316773786068,0,5
36,1.24737155507737,0.0408466779116435,0.0415708593005367,0.0116552197482211,0.175204169339894,0.3053592382007,0.356699523291056,47.5,46.51,354,0.48,2.60176275545605,2.58249634400221,2.65208224248934,0,5
37,1.04016419803209,0.0328237735155462,0.0325714709772639,0.0121425895182487,0.178746390610771,0.461571031124744,0.402590583930618,47.5,46.54,350,0.46,2.53854015545828,2.52149483536767,2.59022977222373,0,5
38,1.10020190606136,0.0370401573447289,0.0507953003077501,0.0199784825386777,0.192545502991845,0.388368581616942,0.378878708432955,47.5,46.57,347,0.43,2.47002082248639,2.45072733358932,2.52169260685854,0,5
39,1.21800759852188,0.0271137837469231,0.0311358606747545,0.0192919940077013,0.194409148201195,0.403460206874848,0.353915092815673,47.5,46.6,343,0.42,2.40045679332021,2.38413968901452,2.45213912301153,0,5
40,1.20481675877885,0.0204279656157934,0.0318155298070009,0.0111708108899102,0.190344742276977,0.383730435582903,0.392003940635214,47.5,46.63,340,0.4,2.34442023047477,2.33016899531314,2.3962776060099,0,5
41,1.01017579755901,0.0450699423163902,0.110023291495275,0.0255484199159858,0.20444556031457,0.451768506730847,0.324977803431108,47.5,46.66,338,0.38,2.27375947568753,2.25237630613212,2.32261213917877,0,5
42,1.20691294677263,0.0990993666949864,0.0936907237838673,0.0601805178670487,0.16214613138721,0.447567076723621,0.309600467943653,47.5,46.69,329,0.37,2.20518307440904,2.18371103034496,2.24376057696498,0,5
43,1.14793948995571,0.025926633156205,0.0347274608341101,0.0163702168823688,0.14066496154262,0.418821884757735,0.333204486176744,47.5,46.72,325,0.37,2.14442174780169,2.12536637089804,2.17872223252048,0,5
44,0.863304156563067,0.0238626640419175,0.0368415572248394,0.0156531299737267,0.142683509330036,0.346758789664005,0.289709070433066,47.5,46.75,319,0.33,2.06578429767206,2.04699523935204,2.09253122460513,0,5
45,1.10104236104854,0.0176741209758938,0.0279166540164966,0.0164662438682831,0.141765865165034,0.367930391092112,0.356306181191912,47.5,46.81,304,0.3,1.89221730343062,1.87608840186033,1.90736458841401,0,5
46,0.937378448039872,0.0321542061551626,0.0416926336799051,0.00974913952538724,0.177660139051433,0.389362631269424,0.32104292110496,47.5,46.84,296,0.27,1.8147694653826,1.80219653965897,1.82808496321342,0,5
47,0.944287462289117,0.0272808355882118,0.0321242482882833,0.0140666781359543,0.194978619189462,0.309320086191202,0.32576739816309,47.5,46.87,285,0.24,1.71246174584154,1.70288423231979,1.72254453990361,0,5
48,1.01971680107074,0.0427503864337515,0.043650174348335,0.0357425924557774,0.181215085474562,0.317836978991751,0.300094467511328,47.5,46.9,271,0.22,1.6008908148531,1.59517066095844,1.61059396135136,0,5
49,0.894126366169631,0.0218483798919139,0.0347725206867947,0.0240186500590189,0.168391015605907,0.274733784444091,0.300404552744147,47.5,46.93,257,0.2,1.50081172662279,1.4999701876563,1.508256452202,0,5
50,0.714704609583787,0.0186663222347588,0.035986194927487,0.0217348966586412,0.158554144140516,0.306623557629462,0.271429315669312,47.5,46.96,238,0.16,1.36347218584256,1.36436662991407,1.36891886373706,0,5
51,0.792664788263286,0.0285376123375689,0.0334974152914986,0.0256323185709124,0.138721579793926,0.271388362842428,0.199697864875442,47.5,46.99,209,0.13,1.17012519118363,1.17269203923287,1.17533110028249,0,5
52,1.19591117260037,0.0163998960847087,0.0303091629128522,0.0462627470201986,0.149729912258018,0.394512433538213,0.369729512510328,50,48.76,375,0.59,3.09517625989108,3.07453207164161,3.13294316769558,0,5
53,1.23957270655655,0.0173962519018381,0.0358338988004342,0.0447875852464348,0.159806867348002,0.33581869600116,0.420451318976269,50,48.81,373,0.57,3.02446050449608,3.00074052085013,3.06898007647995,0,5
54,1.01019900619766,0.0214372411213888,0.033576350633897,0.035707571294826,0.187557136686032,0.418037308940757,0.437720467325155,50,48.84,371,0.56,2.97414226804816,2.94611593385658,3.01393177518991,0,5
55,1.12201932476907,0.0147054098417255,0.0402496880993688,0.0238805714612022,0.190273905310029,0.358438425522536,0.405580102006231,50,48.87,369,0.55,2.91525488013305,2.89318063976306,2.96089043356241,0,5
56,1.23802444595209,0.0140152903571345,0.0390780065307143,0.0260022017042347,0.201583525385945,0.397000821719747,0.436215448920405,50,48.9,366,0.54,2.87266596498759,2.84485764104442,2.91603334601726,0,5
57,1.20415926116328,0.0252331459288972,0.0354449306323044,0.0413108607100142,0.21229803077959,0.340426312007466,0.433156811977815,50,48.93,363,0.51,2.79598618769263,2.76771603476244,2.84043152984561,0,5
