idx,scm_COR_R,scm_IDM_R,scm_ENT_R,scm_CSD_R,scm_CSR_R,scm_DKL_R,scm_MDR_R,scm_CAD_R,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
1,0.485867042736518,0.753818088618854,2.3241514001739,0.244087724440828,0.84567116549372,0,1,1,45,43.75,374,0.6,3.07604412624126,3.06185372143614,3.11025790917569,0,5
2,0.481804999840432,0.74811101967532,2.38218536637051,0.245287985910358,0.836618041225365,0,1,1,45,43.78,372,0.6,3.03299704640253,3.01591966843663,3.06734367378317,0,5
3,0.481944805124736,0.743306524744674,2.37866892815256,0.245732717963148,0.863106041163664,0,1,1,45,43.81,370,0.58,2.97905556290464,2.95997271232726,3.01766751779053,0,5
4,0.475336691693376,0.738083639638044,2.43185925747433,0.250237550283215,0.842082471715065,0,1,1,45,43.84,368,0.57,2.94596374956647,2.91748275601117,2.97911899115269,0,5
5,0.482382750866598,0.741465729453984,2.39380909380399,0.251776582481314,0.871634835928089,0,1,1,45,43.87,363,0.53,2.79672769101047,2.78212361619009,2.84375886764388,0,5
6,0.485805657716989,0.758805942968146,2.33058816306523,0.234993141994688,0.85225911525358,0,1,1,45,43.9,360,0.52,2.74543667369112,2.73304738711458,2.79739672444549,0,5
7,0.461655201848609,0.730620296631841,2.44506820565228,0.260762995211311,0.833424192283001,0,1,1,45,43.93,358,0.5,2.69294982567367,2.67787157270718,2.74482460999449,0,5
8,0.474234511954988,0.751823171190136,2.35354427163281,0.238475850302666,0.878587911298342,0,1,1,45,43.96,356,0.49,2.64527527846187,2.62911470317611,2.69656697958182,0,5
9,0.491538650263113,0.767012333558324,2.2841821353937,0.225330432500482,0.860774690362416,0,1,1,45,43.99,353,0.48,2.58545750015364,2.5766146734093,2.63842442979131,0,5
10,0.481184770168126,0.753216233316261,2.32534654613606,0.238930100146672,0.87405619772344,0,1,1,45,44.02,350,0.46,2.52478846088151,2.51087169328871,2.58195072290202,0,5
11,0.484627676395136,0.767789687048924,2.24563561317807,0.229690489493804,0.862831944103354,0,1,1,45,44.05,346,0.44,2.47375835125352,2.45838440330855,2.5330810249206,0,5
12,0.485634253095426,0.756944970100673,2.34376311942546,0.230207199462859,0.860468949202053,0,1,1,45,44.08,343,0.42,2.40710668441506,2.38959334131915,2.46306892788521,0,5
13,0.472978553796381,0.741223908918406,2.3891470760337,0.24873482940581,0.851479285901179,0,1,1,45,44.11,339,0.41,2.34417887770279,2.32798619058321,2.39666331002344,0,5
14,0.476418430143714,0.746045956430916,2.35187160991379,0.244068909218217,0.871243672473859,0,1,1,45,44.14,334,0.39,2.271001197383,2.25839646578834,2.31838107310806,0,5
15,0.478715967987127,0.75409094336777,2.31745670871262,0.233141398989251,0.894952891762921,0,1,1,45,44.17,330,0.38,2.20922068441005,2.19908896685756,2.25295432626937,0,5
16,0.484492313445923,0.767789687048923,2.23853414109637,0.221179978053846,0.890891066454594,0,1,1,45,44.2,325,0.35,2.13638169358848,2.12503005701465,2.17169157824518,0,5
17,0.478335146055784,0.755697962638293,2.31491591297226,0.23063335482698,0.884360341308225,0,1,1,45,44.23,319,0.34,2.06062707537778,2.04553471947939,2.09006328307475,0,5
18,0.477320751377372,0.751868392956497,2.31853242185505,0.238618674190802,0.862688687852884,0,1,1,45,44.26,313,0.32,1.99989901792555,1.98547216036988,2.0228886452666,0,5
19,0.462822772039153,0.743173947294104,2.34220776846641,0.245015956117076,0.871405710019964,0,1,1,45,44.29,305,0.29,1.91347656835935,1.90010268952602,1.93173183663838,0,5
20,0.473957014204721,0.771652571146366,2.18230866354546,0.215459688239137,0.919568488334067,0,1,1,45,44.32,297,0.28,1.82151580998833,1.80959454840476,1.83428170678015,0,5
21,0.487300267636594,0.777931635367884,2.17758047608537,0.205905337901713,0.922316815810315,0,1,1,45,44.35,285,0.25,1.72359368641018,1.71443720527097,1.73477206624816,0,5
22,0.481807204851932,0.774209532067759,2.16817501004209,0.209329113645825,0.927777801048104,0,1,1,45,44.38,275,0.23,1.63524076439747,1.62695447955125,1.64411306747121,0,5
23,0.483709306757405,0.798135555342719,1.99002536388182,0.188677557897444,0.958491832817686,0,1,1,45,44.41,260,0.19,1.52120266465012,1.51797180304288,1.52813451643326,0,5
24,0.46961214572107,0.770238003543095,2.15855101319485,0.212402348296618,0.928439880493639,0,1,1,45,44.44,242,0.17,1.38495268473188,1.38487683917057,1.3914877693711,0,5
25,0.4752122190611,0.781983109164842,2.07800995604121,0.191948662076548,0.951947629657845,0,1,1,45,44.47,218,0.14,1.2443835129856,1.24681757561249,1.25099030116897,0,5
26,0.476822053351344,0.746904082577715,2.39795662002888,0.247753399946559,0.850516838248618,0,1,1,47.5,46.21,377,0.61,3.12921674129553,3.10944442365464,3.16965143111895,0,5
27,0.480740972524794,0.737735153080044,2.40819507877528,0.260955966269014,0.841144005707885,0,1,1,47.5,46.24,375,0.6,3.07873099974865,3.06153415123757,3.12001882730088,0,5
28,0.474608553430625,0.745945784660371,2.38692439863078,0.250504197544995,0.859638778812486,0,1,1,47.5,46.27,373,0.59,3.0253534411252,3.00834863404567,3.06632335377864,0,5
29,0.47578715560815,0.746168425136921,2.36643011918252,0.251006334712339,0.86369321315575,0,1,1,47.5,46.3,371,0.57,2.98197230072664,2.96432947474565,3.02441415710358,0,5
30,0.473744975827116,0.740949304248603,2.39432045069726,0.255522025809691,0.841755357808553,0,1,1,47.5,46.33,369,0.56,2.93461888327633,2.91800692357201,2.9788538530786,0,5
31,0.473647656011683,0.742919972660545,2.40224686686808,0.251202488099248,0.849499163980364,0,1,1,47.5,46.36,367,0.55,2.88174717480548,2.86388243460844,2.92808605618241,0,5
32,0.470132145932197,0.74622410602352,2.37198289896841,0.249675272614719,0.872378672980391,0,1,1,47.5,46.39,365,0.54,2.83353051603515,2.81327761325844,2.88031278580385,0,5
33,0.476028912151697,0.743748791408214,2.39027837501392,0.252648747111367,0.846157629265915,0,1,1,47.5,46.42,362,0.52,2.77619190176387,2.75681786155018,2.82280137034368,0,5
34,0.46486063443437,0.737887575449005,2.39239422652415,0.25185913511321,0.844595030009965,0,1,1,47.5,46.45,359,0.5,2.7154298983321,2.69472455200127,2.76520354656277,0,5
35,0.478953130179076,0.753647654648498,2.34146449496444,0.24239174991162,0.869647519790101,0,1,1,47.5,46.48,356,0.49,2.65513162264284,2.63650015390149,2.70316773786068,0,5
36,0.475192359878324,0.745656550592797,2.36112150899785,0.248004210344301,0.864223632086094,0,1,1,47.5,46.51,354,0.48,2.60176275545605,2.58249634400221,2.65208224248934,0,5
37,0.474331899846316,0.757415093767989,2.27888072396942,0.242332965190671,0.871401718732739,0,1,1,47.5,46.54,350,0.46,2.53854015545828,2.52149483536767,2.59022977222373,0,5
38,0.464556865953585,0.751461592797992,2.34932000842961,0.241521950246875,0.874755336494482,0,1,1,47.5,46.57,347,0.43,2.47002082248639,2.45072733358932,2.52169260685854,0,5
39,0.477784145631461,0.761139273264222,2.30382700758023,0.230392544038336,0.894625036874697,0,1,1,47.5,46.6,343,0.42,2.40045679332021,2.38413968901452,2.45213912301153,0,5
40,0.476808984966133,0.76146383808233,2.27576617229264,0.231388693178794,0.886480565506616,0,1,1,47.5,46.63,340,0.4,2.34442023047477,2.33016899531314,2.3962776060099,0,5
41,0.463077014486875,0.753012048192772,2.30122569617856,0.239386295437936,0.907424873476951,0,1,1,47.5,46.66,338,0.38,2.27375947568753,2.25237630613212,2.32261213917877,0,5
42,0.47325877052721,0.761382670930409,2.28190348195889,0.229144951433491,0.891867912685247,0,1,1,47.5,46.69,329,0.37,2.20518307440904,2.18371103034496,2.24376057696498,0,5
43,0.484321104891719,0.761823500731351,2.27122957467846,0.22728714254916,0.897408758826908,0,1,1,47.5,46.72,325,0.37,2.14442174780169,2.12536637089804,2.17872223252048,0,5
44,0.475436122481168,0.768757687576876,2.21977674785613,0.22386400907138,0.908742545981522,0,1,1,47.5,46.75,319,0.33,2.06578429767206,2.04699523935204,2.09253122460513,0,5
45,0.470416878212314,0.769218935093306,2.18731476064038,0.223320596831138,0.911165231475286,0,1,1,47.5,46.81,304,0.3,1.89221730343062,1.87608840186033,1.90736458841401,0,5
46,0.471840087165986,0.766119146849718,2.22359732472897,0.221721619203862,0.92713494791443,0,1,1,47.5,46.84,296,0.27,1.8147694653826,1.80219653965897,1.82808496321342,0,5
47,0.468890148441083,0.784781516825716,2.07478515191892,0.207156138775804,0.936586847462686,0,1,1,47.5,46.87,285,0.24,1.71246174584154,1.70288423231979,1.72254453990361,0,5
48,0.475422377001839,0.767942987912578,2.22981017388801,0.218268414707102,0.876585681515527,0,1,1,47.5,46.9,271,0.22,1.6008908148531,1.59517066095844,1.61059396135136,0,5
49,0.477638373694992,0.780713259634002,2.12753092638376,0.200321355733863,0.944776602752159,0,1,1,47.5,46.93,257,0.2,1.50081172662279,1.4999701876563,1.508256452202,0,5
50,0.469330731793913,0.791552551173873,1.99065213762087,0.195170194588752,0.967986827505046,0,1,1,47.5,46.96,238,0.16,1.36347218584256,1.36436662991407,1.36891886373706,0,5
51,0.443413471127416,0.767106474378644,2.07925473158464,0.215924295759243,0.948189042026243,0,1,1,47.5,46.99,209,0.13,1.17012519118363,1.17269203923287,1.17533110028249,0,5
52,0.464952366905042,0.725826353303235,2.4751694124546,0.275537608550858,0.813724043410746,0,1,1,50,48.76,375,0.59,3.09517625989108,3.07453207164161,3.13294316769558,0,5
53,0.46226846410744,0.735186002058521,2.37264696340924,0.268716033018311,0.878149417146127,0,1,1,50,48.81,373,0.57,3.02446050449608,3.00074052085013,3.06898007647995,0,5
54,0.464023516305849,0.734743060351795,2.40890130592644,0.266433894039577,0.858519526871324,0,1,1,50,48.84,371,0.56,2.97414226804816,2.94611593385658,3.01393177518991,0,5
55,0.45905847930202,0.744114057802781,2.35737474781761,0.2586191183453,0.863186847399912,0,1,1,50,48.87,369,0.55,2.91525488013305,2.89318063976306,2.96089043356241,0,5
56,0.471897028959259,0.74961394881636,2.3570839407863,0.248656079735454,0.854687223171321,0,1,1,50,48.9,366,0.54,2.87266596498759,2.84485764104442,2.91603334601726,0,5
57,0.470903184933272,0.730534897652061,2.46068253963262,0.270160206759003,0.84945137847867,0,1,1,50,48.93,363,0.51,2.79598618769263,2.76771603476244,2.84043152984561,0,5
58,0.468520539945642,0.746636403004465,2.31829227258417,0.25589780609089,0.873085048223896,0,1,1,50,48.96,360,0.5,2.73306676590814,2.71057420163598,2.78027903215434,0,5
59,0.45841957998804,0.745089857836855,2.34154334375444,0.258563485251579,0.860972063061411,0,1,1,50,48.99,358,0.49,2.67876098605176,2.65518505279606,2.7278591082618,0,5
60,0.472184062926389,0.739623088074318,2.40821442391068,0.259632626541534,0.86983777584063,0,1,1,50,49.02,356,0.48,2.62935522692066,2.61050914876617,2.66788182491932,0,5
61,0.465899840691711,0.739327803161365,2.36825294582821,0.26221266559256,0.84705023010198,0,1,1,50,49.05,352,0.45,2.56556195408105,2.53895762933981,2.61230975718558,0,5
62,0.454904987143,0.736583138138802,2.35583012430866,0.267270655563096,0.865112700330215,0,1,1,50,49.08,348,0.43,2.50168389299014,2.46893062292769,2.55037589040291,0,5
63,0.458867000482829,0.735835172921265,2.38521492111368,0.261025898755092,0.885079170531305,0,1,1,50,49.11,345,0.42,2.44451736933955,2.4080119656814,2.49103371887799,0,5
64,0.466365641068607,0.730342822921079,2.45065749162202,0.270851987142006,0.872901930497894,0,1,1,50,49.14,340,0.4,2.37513193103523,2.33919732314253,2.41761515737036,0,5
65,0.456819560831871,0.745623191863759,2.32734146481891,0.254803688011698,0.888275233909343,0,1,1,50,49.17,335,0.39,2.31096144937324,2.30579885855362,2.38901028637954,0,5
66,0.466934738889067,0.753931754097619,2.28981144234868,0.241352792461227,0.893687729885879,0,1,1,50,49.2,331,0.36,2.2182927063214,2.19462825217107,2.25371047308412,0,5
67,0.454315073091679,0.735575367052108,2.36785352575709,0.263166037662835,0.881920410185993,0,1,1,50,49.23,326,0.35,2.15710414045886,2.13321260718342,2.18680400977811,0,5
68,0.459392211578404,0.752728641324802,2.2904808063412,0.24485171424359,0.886608879529872,0,1,1,50,49.26,320,0.33,2.08544796091419,2.05883177845501,2.10958863635482,0,5
69,0.464104864416459,0.77419754424539,2.14724524589546,0.224584461828803,0.923519836097433,0,1,1,50,49.29,314,0.31,1.99463659402438,1.97350261775972,2.01261293709785,0,5
70,0.479872806541968,0.761231977832925,2.25691673992595,0.236180833604248,0.920264969856962,0,1,1,50,49.32,307,0.3,1.92872710811332,1.90713988462178,1.94060853836552,0,5
71,0.46533033100583,0.780238128676873,2.11030183248468,0.211433483908536,0.931763330224194,0,1,1,50,49.35,298,0.27,1.83612079974976,1.81603189839044,1.84166006155171,0,5
72,0.462494272851808,0.779544745868413,2.06415631751798,0.215667991096278,0.932297774017683,0,1,1,50,49.38,288,0.24,1.73678153542547,1.72233481206532,1.742274619595,0,5
73,0.460845250480239,0.775650770996866,2.08325582014378,0.217128954325858,0.94348720872225,0,1,1,50,49.41,274,0.22,1.63792564755824,1.6286108457475,1.64221341738076,0,5
74,0.464849949337931,0.781225586700416,2.06701549132268,0.207706657138652,0.935856801350833,0,1,1,50,49.44,262,0.2,1.54230795624184,1.53481129815156,1.54456577047771,0,5
75,0.454824591051625,0.764771562734211,2.15096744877832,0.218200020314353,0.940723868960172,0,1,1,50,49.47,242,0.16,1.40839348859543,1.40637969425606,1.40822914192282,0,5
76,0.453562324837256,0.778004263463364,2.06176494927202,0.199686997512558,0.954882071619091,0,1,1,50,49.5,218,0.13,1.23248030972899,1.23556504227457,1.23134756494923,0,5
77,0.458806341312681,0.728141201141725,2.41691373310827,0.278752636146687,0.843580077452995,0,1,1,52.5,51.15,380,0.62,3.20175604641622,3.17778130493317,3.24192076384683,0,5
78,0.453998689693039,0.720513005259745,2.46197616612897,0.287608378935027,0.839638146689825,0,1,1,52.5,51.18,378,0.6,3.15342711818843,3.12854333388805,3.19308086503929,0,5
79,0.455665138622327,0.730012264206039,2.41098806527626,0.275777106563312,0.844292922879524,0,1,1,52.5,51.21,377,0.59,3.10188245684052,3.07946462346629,3.14599305891376,0,5
80,0.469871530133157,0.738377931360387,2.40381188147768,0.265630576311036,0.838845895959498,0,1,1,52.5,51.24,375,0.58,3.06725220169188,3.04220256492176,3.11091977031302,0,5
81,0.454355369039799,0.725710470550669,2.42525340866862,0.284936006322891,0.864636507513854,0,1,1,52.5,51.27,373,0.56,3.01377981221762,2.98753010323744,3.05768630171034,0,5
82,0.461542393198359,0.742478690861572,2.37229319455631,0.258488889509256,0.862136881403624,0,1,1,52.5,51.3,371,0.55,2.95813354797408,2.93305677144475,3.00552492419377,0,5
83,0.46763534812685,0.748379757824311,2.34559508396836,0.251473325082212,0.863170242872504,0,1,1,52.5,51.33,369,0.54,2.90749775097603,2.8793889460232,2.95416543712601,0,5
84,0.435321290268961,0.714285714285714,2.44221337179072,0.295479073375982,0.852317912120246,0,1,1,52.5,51.39,365,0.51,2.81457328980561,2.78174355987699,2.86005751586695,0,5
85,0.451384767427089,0.726997789926718,2.42178853307916,0.278495491745212,0.853686173808105,0,1,1,52.5,51.42,362,0.5,2.76101805720645,2.72980175887586,2.80573056760693,0,5
86,0.461359579774709,0.743671356754023,2.35360733702282,0.257277862167551,0.87376478954409,0,1,1,52.5,51.45,360,0.48,2.71562894567667,2.68751574299704,2.76228491847698,0,5
87,0.458272531648249,0.73514276472491,2.38400505917009,0.263452179859112,0.877168769708627,0,1,1,52.5,51.48,357,0.47,2.65165057591841,2.62684806618188,2.70345186827988,0,5
88,0.458825432663606,0.739316871211001,2.35230222071594,0.264322317019588,0.867548593741123,0,1,1,52.5,51.51,354,0.46,2.5888807587014,2.56571334849286,2.6440163800796,0,5
89,0.464825307436207,0.741070105231955,2.38228251426057,0.256426913017308,0.876380213975729,0,1,1,52.5,51.54,351,0.44,2.52675406982753,2.50255669620863,2.57735769776551,0,5
90,0.45899120931273,0.753511362951353,2.29390951383035,0.246165322686944,0.892762553766349,0,1,1,52.5,51.57,348,0.43,2.48088033893388,2.44966105735032,2.52373861909604,0,5
91,0.46249297007272,0.751642338509643,2.31659505138791,0.246420043776587,0.875073516926648,0,1,1,52.5,51.6,344,0.4,2.4193359495232,2.38304870718339,2.45807850104092,0,5
92,0.456868186284839,0.747641192039117,2.31132085094893,0.251610910461241,0.891291832052502,0,1,1,52.5,51.63,340,0.39,2.34162463836015,2.30676552381617,2.37920019885979,0,5
93,0.443979885883747,0.729756553213848,2.38148299222744,0.271240225361974,0.875431435719312,0,1,1,52.5,51.66,337,0.38,2.30741401292904,2.27592341681485,2.34338763567847,0,5
94,0.448474956578657,0.733374402299862,2.33740875373156,0.266512821416058,0.896902972542363,0,1,1,52.5,51.69,332,0.37,2.22553826893912,2.19872904275741,2.25772884916039,0,5
95,0.456430586186105,0.744025475432279,2.29353721941269,0.256799874286351,0.894596705508593,0,1,1,52.5,51.72,327,0.35,2.151127943465,2.12531517629161,2.1969577838405,0,5
96,0.444778309787628,0.735326558524641,2.34024772397298,0.265928195442485,0.891599122984746,0,1,1,52.5,51.75,320,0.32,2.07311162532734,2.04683992126958,2.09683875227295,0,5
97,0.456404706547904,0.749366785066619,2.25158467120087,0.249192887776487,0.899350473326361,0,1,1,52.5,51.77,317,0.31,2.04751575216065,2.02178558786917,2.06788318837201,0,5
98,0.440687142943105,0.731582412758798,2.33017748683033,0.272924495164106,0.890969306426314,0,1,1,52.5,51.78,312,0.3,1.97286083397104,1.94944494896405,1.9868813873536,0,5
99,0.445423890612807,0.755184340497515,2.19924856811109,0.245952263616109,0.91397636509585,0,1,1,52.5,51.81,305,0.28,1.88373917556147,1.8612277738108,1.89347266085169,0,5
100,0.438198634460207,0.730492205648165,2.34428411140206,0.270733872867477,0.871832655137753,0,1,1,52.5,51.84,295,0.26,1.79157217153245,1.77347471783502,1.79809069870506,0,5
101,0.44293422600257,0.730374828361915,2.32687452523463,0.272067639031327,0.901040389155127,0,1,1,52.5,51.87,285,0.24,1.71003998751273,1.69326722779726,1.71261713711157,0,5
102,0.447448642875932,0.781091340821395,2.00947667968244,0.218635257396312,0.954633464668188,0,1,1,52.5,51.9,278,0.22,1.60138874761064,1.59012541739252,1.60386613012346,0,5
103,0.435922456271877,0.751168066343164,2.19487020519078,0.240184344552391,0.921183485524317,0,1,1,52.5,51.93,255,0.19,1.47816881303622,1.47317962340886,1.48101789242907,0,5
104,0.449538003980175,0.777992157839049,2.03866927893781,0.209800609022239,0.964428692170653,0,1,1,52.5,51.96,233,0.15,1.33282665320955,1.33133305791053,1.33550649399281,0,5
105,0.428925553577046,0.776469857440134,1.99656872530237,0.208683150825372,0.977135424051895,0,1,1,52.5,51.99,208,0.12,1.17651919816077,1.17846879896643,1.17952191552855,0,5
106,0.456218041251246,0.737550153410432,2.38286828200974,0.26822724022814,0.860574157622625,0,1,1,55,53.75,378,0.57,3.11733585212649,3.08820821973734,3.16142288594648,0,5
107,0.443907189425482,0.719621191404845,2.41475216209371,0.296145346738334,0.859607186357319,0,1,1,55,53.78,376,0.56,3.06694002793465,3.0407263474975,3.11271153700148,0,5
108,0.44917715506001,0.737115225852106,2.3903892041452,0.268007319783761,0.866137147161065,0,1,1,55,53.81,373,0.55,3.01095073813737,2.97958876630309,3.05803599812033,0,5
109,0.449920911771148,0.731261425959781,2.37539448827009,0.281368620972664,0.873602296672586,0,1,1,55,53.84,372,0.54,2.96607571251905,2.93739467691933,3.01459859258914,0,5
110,0.446153286785076,0.728905475537932,2.39089171753811,0.282703227159111,0.84943873502224,0,1,1,55,53.87,369,0.52,2.91367930419081,2.88273758552361,2.9648339267168,0,5
111,0.453689559245808,0.73450560427776,2.35618635086718,0.2779906064288,0.850463387357016,0,1,1,55,53.9,367,0.51,2.86779142578723,2.83593731493671,2.91564978558829,0,5
112,0.44610459472916,0.73357883771769,2.36940651257303,0.277068781345732,0.872060924653711,0,1,1,55,53.93,364,0.49,2.80775979943156,2.77616734550403,2.85518456864411,0,5
113,0.455361308629089,0.737093492938645,2.35461184404498,0.273905729799411,0.857372762049047,0,1,1,55,53.96,362,0.49,2.75946466585862,2.72742842701659,2.8063019404238,0,5
114,0.425758951403636,0.712727894744344,2.43224445015815,0.301975270091851,0.867570072025744,0,1,1,55,53.99,359,0.47,2.7002412051966,2.66810031131375,2.7463849283676,0,5
115,0.441264067060823,0.731753720967671,2.35122489122538,0.278201999658628,0.858626851544756,0,1,1,55,54.02,356,0.45,2.6284148969374,2.60009965177041,2.67831812263227,0,5
116,0.438170937527433,0.732268127297492,2.32974810679014,0.280331388985141,0.876499703948849,0,1,1,55,54.05,353,0.44,2.57184639524389,2.54310961439688,2.62531008834877,0,5
117,0.43547938963685,0.728788607576486,2.35353504237259,0.278008909313396,0.890075660814817,0,1,1,55,54.08,350,0.42,2.50499058930128,2.46966976103749,2.549837081284,0,5
118,0.434741729209889,0.72301352035283,2.38846195754355,0.285852149387156,0.874679569742457,0,1,1,55,54.11,345,0.41,2.43319019096858,2.39663198227033,2.47296376939363,0,5
119,0.448481147506081,0.735423898335,2.36533814624698,0.26730332353495,0.895877938232443,0,1,1,55,54.14,341,0.38,2.35500791562067,2.31688689842673,2.3862732567855,0,5
120,0.443844792645107,0.734462446935088,2.32183151625869,0.275960898940689,0.884930582572747,0,1,1,55,54.17,337,0.37,2.30269316941846,2.26540606592665,2.33162128358071,0,5
121,0.443435849821602,0.741982875035244,2.27262092954212,0.268368766482472,0.891076178863125,0,1,1,55,54.2,332,0.35,2.22424138991633,2.18891693768827,2.24726891874179,0,5
122,0.451092618596685,0.757380674674705,2.21309510637219,0.250633268832866,0.909854642979929,0,1,1,55,54.23,326,0.34,2.15245115808884,2.11794941756422,2.17219365536231,0,5
123,0.450210641737868,0.747272455537288,2.27852573610161,0.257561790271924,0.901019103945868,0,1,1,55,54.26,322,0.32,2.09002786799472,2.05790546497219,2.10649681453891,0,5
124,0.443816880215842,0.753307017808178,2.22580742148762,0.25316663359972,0.907843757527359,0,1,1,55,54.29,315,0.3,2.00515472126427,1.97299051864021,2.01465256797062,0,5
125,0.435263922969837,0.723452895981943,2.36428804208967,0.283481274578196,0.88417806347056,0,1,1,55,54.32,307,0.27,1.91768937095088,1.88866923033782,1.92348660273839,0,5
