,0,1,2,3,4,5,6
0,98.79,0.0,0.0,0.0,0.0,0.0,1.21
1,0.0,34.98,13.3,0.99,27.59,22.66,0.49
2,1.12,16.76,62.57,0.0,4.47,15.08,0.0
3,0.0,0.55,1.09,79.78,0.0,0.0,18.58
4,1.13,21.47,1.69,0.0,59.32,16.38,0.0
5,0.0,18.75,3.85,0.0,9.62,67.79,0.0
6,1.57,0.79,3.15,30.71,0.0,0.0,63.78
