idx,Skewness_X,Kurtosis_X,Variance_X,RMS_X,Skewness_Y,Kurtosis_Y,Variance_Y,RMS_Y,Skewness_Z,Kurtosis_Z,Variance_Z,RMS_Z,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
1,-0.40005908356778,18.5132089707035,2.95178023151255,2.17265422149214,-0.507034905019067,18.435011242621,2.96172408864247,2.21076966344529,-0.445053221816582,18.7519771513996,2.92781687745399,2.18169610552564,45,43.69,375,0.61,3.06010229129951,3.06875596976925,3.11962499613889,0,2
2,-0.484094821673895,18.8454106898066,2.93394775372349,2.20655947652678,-0.50854198082489,18.7864159275996,2.88468825042434,2.22211401072946,-0.36170453610732,18.5523531397717,2.84318133000655,2.19553018203079,45,43.72,373,0.6,3.01260276218669,3.01980150265802,3.0734346124125,0,2
3,-0.345391040935714,18.5327478327241,2.91916812986756,2.23729190502237,-0.256305756831596,18.6568572260069,2.9323355553408,2.21347685552415,-0.430776280832433,18.8480392137346,2.91447539376187,2.22624961291667,45,43.75,371,0.59,2.97491165384897,2.98117116125416,3.03764478185331,0,2
4,-0.274958597068082,18.538207135531,2.83060001304152,2.22488357080254,-0.357379686781534,18.8575510845851,2.80511829077051,2.18018349918742,-0.227755171301913,19.29860939065,2.74837548360542,2.18943557411702,45,43.78,369,0.58,2.92797939947505,2.93654633317086,2.99223375721583,0,2
5,-0.39976002560304,17.9008234962068,2.94623503209964,2.1792936219064,-0.396218564798298,18.6680058648288,2.85072695377358,2.18781859503825,-0.421600905670473,18.7042085511688,2.81019353417066,2.16902602934615,45,43.81,369,0.56,2.88087170435847,2.89043148056985,2.9467914147733,0,2
6,-0.261191981612374,18.451227841786,2.80452390492159,2.18287721799157,-0.256433836406098,18.7409245576629,2.81075101560537,2.16083800933294,-0.21405718880446,18.6153722282236,2.79487958280348,2.1711205251016,45,43.84,365,0.55,2.84021628927595,2.84738616894099,2.90768741184272,0,2
7,-0.351887910251495,18.521295194763,2.80921277311983,2.19657608151866,-0.425615360977266,19.322603783438,2.80288836924519,2.20127620949883,-0.323226948929462,18.1946150976477,2.88707830137198,2.23843664227492,45,43.87,363,0.53,2.78583018660894,2.79250852267955,2.85373925200272,0,2
8,-0.295783358007771,18.6531603427908,2.78604919223062,2.20494744822727,-0.324371615105276,18.4526157675524,2.79138588696529,2.18075486829047,-0.250684443600646,18.4365318843984,2.76818773753346,2.20571623893294,45,43.9,361,0.52,2.72704248514748,2.73417908790362,2.79488946959702,0,2
9,-0.344261157364409,18.8047742144313,2.66328877419527,2.15000626828034,-0.210512771629896,18.5294996344103,2.62853695228469,2.12679750120333,-0.211217461059051,17.9757151160561,2.69640743229373,2.14823073960839,45,43.93,360,0.51,2.66955527269132,2.6776270562983,2.73766081788863,0,2
10,-0.238902129230281,18.2434638040118,2.69133001391162,2.15667210719534,-0.457583171019258,19.359049713978,2.7389997136617,2.13698229595936,-0.378389628453659,18.6057553784588,2.72490505215173,2.15113632813065,45,43.96,356,0.49,2.6270939125737,2.63389617120402,2.69659095792118,0,2
11,-0.192202181234786,18.8861209037296,2.67060353687626,2.149125375088,-0.237446154714858,19.082971897204,2.64677495071793,2.11198538979386,-0.322298237572859,18.8014930722553,2.67213167585624,2.13804971888647,45,43.99,353,0.47,2.56453426281941,2.57287788950592,2.63688393150842,0,2
12,-0.191763140323577,19.0911531303376,2.5999121279684,2.13449243980462,-0.266187010535045,18.8171150681675,2.59656713700636,2.16608537349474,-0.160013207759586,19.0859968152076,2.63580121413896,2.15070158733146,45,44.02,349,0.46,2.50098929180317,2.50287900171915,2.57511428804181,0,2
13,-0.500237924210843,19.1273249252203,2.60197504208026,2.12879320037692,-0.29020747129393,18.9792694118725,2.6116636725169,2.09534910511603,-0.45055104939101,19.3903428933411,2.61968944508219,2.11898114137096,45,44.05,346,0.45,2.45508373610053,2.45559472269113,2.52840054525723,0,2
14,-0.241810416732512,19.0742092729361,2.51348089666787,2.1006015914905,-0.278598441735409,19.3569594997527,2.49953050114806,2.07580570252632,-0.267948981264397,19.3522652242567,2.46915609264959,2.06994770749453,45,44.08,342,0.43,2.38760976217588,2.38457450324621,2.45849402021576,0,2
15,-0.23312947789165,19.2260052048933,2.50955745017961,2.14036672907101,-0.289411818188326,19.0993994908574,2.50229632022707,2.11867828405104,-0.315161194409706,18.4710601190933,2.5766591898473,2.16186541388421,45,44.11,338,0.4,2.32020364102225,2.31571059974247,2.38538997537803,0,2
16,-0.30948722534865,18.3382005827258,2.58884000813064,2.12843218628374,-0.322184088698437,19.515914341386,2.38726228539443,2.03913517772775,-0.359514976550118,19.7195841437471,2.389854930995,2.0648993556742,45,44.14,333,0.39,2.2480368700074,2.24611214303983,2.30868856452657,0,2
17,-0.419645310177731,19.3727971842309,2.38383393153145,2.07188137387302,-0.378864418775873,19.1928785699889,2.38739966360361,2.04630761208697,-0.37909090331408,19.9707230146062,2.43348038168985,2.06229257629951,45,44.17,329,0.37,2.19189877951206,2.18983617790275,2.24641244062917,0,2
18,-0.193532603663757,19.194548999936,2.32480216375708,2.06344302799618,-0.202715491581525,19.4579952201235,2.30212209932291,2.03210418685458,-0.20501896583089,18.6970908591775,2.47198466530722,2.08624166093218,45,44.2,323,0.35,2.10631179328734,2.10051510743231,2.15270369021927,0,2
19,-0.289423733798199,19.6515173997123,2.23644517024879,2.0519957371331,-0.153505761644736,19.710394232017,2.27523521093647,2.09515185729072,-0.174128386256934,19.9602360463,2.23116533577785,2.07162313719241,45,44.23,316,0.33,2.02683292760475,2.02418950013487,2.06585462762877,0,2
20,-0.220719781120886,18.6780499203142,2.32828085325451,2.02478070263171,-0.249153778268024,19.7321100410321,2.15690183481638,2.02337682406903,-0.136379928231161,19.8079785044663,2.14371103720519,2.00143913663978,45,44.26,311,0.31,1.96448570739838,1.96272529784183,1.99999508262116,0,2
21,-0.231776287468923,19.941220421498,1.99346624002811,1.95069516132491,-0.367755890279234,19.5989302865275,2.23560130887751,2.04722884996933,-0.304354141188178,20.3611661506116,2.09217707540874,2.00421438258131,45,44.29,303,0.29,1.8803201343814,1.87901851200483,1.91291368253185,0,2
22,-0.408863186719792,20.7941220286431,2.01532671676647,1.99496642062763,-0.117541666746291,19.7520683615036,2.01073306762131,2.03446560628358,-0.375862977160859,20.3560038433592,2.06214801981937,2.01883894184554,45,44.32,294,0.27,1.79036173095473,1.78826777241565,1.81684243914981,0,2
23,0.0206498306800226,19.9571340468622,1.84661480588356,1.9558442481773,-0.172150692402467,20.4039152724329,1.86397913972667,1.99669561194235,-0.085707954322291,20.418758515819,1.85753749282335,1.97079880057678,45,44.35,283,0.24,1.68750861369002,1.68912972725731,1.70970761759703,0,2
