idx,Skewness_X,Kurtosis_X,Variance_X,RMS_X,Skewness_Y,Kurtosis_Y,Variance_Y,RMS_Y,Skewness_Z,Kurtosis_Z,Variance_Z,RMS_Z,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
1,-0.526359534113429,18.0816816975173,3.4115813462385,2.32353539425502,-0.536363901985643,18.2568978736738,3.3829600471877,2.29738304247434,-0.542166361985583,18.1930166596714,3.41301140450716,2.31398672428215,45,43.79,361,0.51,2.84492573118618,2.72398937220626,2.84575246369428,0,3
2,-0.212139090454414,18.5864884731527,3.15571405407136,2.2909268901345,-0.295682112503574,18.3902503345983,3.24819238380016,2.28563590293647,-0.337824165748782,18.5773554566182,3.21564291382057,2.29755536604332,45,43.81,360,0.51,2.81577401745139,2.69249146738658,2.81782288116469,0,3
3,-0.315235081143664,18.0193225283594,3.2931376580819,2.29951621874622,-0.32802220944388,18.5014028720245,3.29279434537057,2.31360971158333,-0.30515413359852,18.2377227793099,3.30701212124311,2.32289358064001,45,43.83,358,0.5,2.78449759761626,2.65845993417911,2.78492511723715,0,3
4,-0.630751251294976,18.6615253966056,3.21038733692876,2.27282290238193,-0.608613399150458,18.5228051972313,3.21846656158436,2.2566859832725,-0.463288132743396,18.5229440785847,3.19873644813774,2.26287673158848,45,43.85,357,0.48,2.7507607300395,2.62831461394681,2.75498614240083,0,3
5,-0.421926794014521,18.6128631738883,3.1832263073035,2.27561415783901,-0.406898286880646,18.5667372331413,3.21494754598991,2.29453209613295,-0.473942721552624,18.5503549920605,3.25125351361167,2.30813197795727,45,43.87,355,0.48,2.71528666788981,2.59621524810626,2.72327601570583,0,3
6,-0.505567020260354,18.6153590252313,3.15882965866273,2.25863518526829,-0.411432526450881,18.8187031966407,3.0594183929045,2.20764208747576,-0.391496600864272,18.5117153756951,3.13210065065026,2.24263043820625,45,43.89,353,0.48,2.68187710377233,2.56223502533858,2.69079297785367,0,3
7,-0.497605354346991,18.6777633975765,3.13628548276244,2.28235859934807,-0.562445388296522,19.1086561023333,3.09813058931523,2.24818679888965,-0.414447214220555,18.7840873064519,3.14300434904011,2.28199582103184,45,43.91,351,0.46,2.64800770091931,2.5287449278422,2.6542426138428,0,3
8,-0.330417979947024,18.5343150363106,3.07241460764255,2.24277376258589,-0.373305328744351,18.5882397320191,3.10316562773258,2.28292117109637,-0.288127678059969,18.7843503734773,3.02075213356067,2.24365282363797,45,43.93,349,0.45,2.60064625514862,2.48100752676471,2.608257717608,0,3
9,-0.242208177036888,18.5516964476964,3.01833822834788,2.23669061026596,-0.40803393829474,19.1388933191651,3.04253625263338,2.22153046377047,-0.172829405310705,18.5686835714054,2.97660798381981,2.21774399752778,45,43.95,347,0.44,2.55722356708292,2.44261076324736,2.56981043942614,0,3
10,-0.174377710030031,18.7470943571143,2.93565129422141,2.2503000532795,-0.246146285957826,18.8960492407475,2.9994907654227,2.22044306601817,-0.318723575973915,18.7686126897328,3.01103846425356,2.23406693857355,45,43.97,343,0.42,2.50338095804278,2.37180725432493,2.50180123112587,0,3
