,0,1,2,3,4,5,6
0,82.8,6.18,3.63,0.4,3.49,1.75,1.75
1,14.61,30.38,11.33,6.24,19.21,11.0,7.22
2,9.5,9.87,40.6,7.08,10.61,17.88,4.47
3,1.64,5.83,7.83,43.72,2.0,20.95,18.03
4,12.24,22.98,16.38,8.1,25.24,10.73,4.33
5,2.72,8.81,12.66,15.71,5.45,42.95,11.7
6,4.2,4.46,2.89,19.16,1.84,11.81,55.64
