,0,1,2,3,4,5,6
0,73.66,2.96,3.09,0.0,20.3,0.0,0.0
1,12.97,25.29,15.6,5.25,6.9,33.99,0.0
2,15.64,2.42,25.33,10.06,8.75,35.2,2.61
3,8.93,1.28,3.28,51.91,1.82,13.11,19.67
4,18.27,9.23,33.33,9.42,9.04,20.15,0.56
5,12.66,5.61,4.01,9.78,5.61,61.86,0.48
6,13.91,0.0,2.1,41.21,0.52,5.51,36.75
