,0,1,2,3,4,5,6
0,97.58,0.0,2.02,0.0,0.4,0.0,0.0
1,1.48,58.13,2.96,0.99,19.7,12.32,4.43
2,8.38,10.06,40.22,3.91,6.7,30.73,0.0
3,0.0,5.46,3.28,30.6,2.73,37.7,20.22
4,8.47,31.07,12.99,0.0,45.76,0.56,1.13
5,0.48,14.42,8.17,9.62,0.96,58.17,8.17
6,0.0,5.51,0.79,40.16,0.0,28.35,25.2
