,0,1,2,3,4,5,6
0,96.91,0.0,2.55,0.0,0.54,0.0,0.0
1,0.0,49.26,7.06,2.13,26.44,10.67,4.43
2,6.52,9.5,46.18,6.7,12.66,16.76,1.68
3,0.0,4.55,3.64,45.72,0.18,22.22,23.68
4,0.56,20.72,11.86,0.0,65.91,0.75,0.19
5,0.0,14.58,8.81,15.22,0.8,43.27,17.31
6,0.0,4.99,1.57,25.72,2.1,13.39,52.23
