,0,1,2,3,4,5,6
0,73.39,3.09,2.96,0.0,20.56,0.0,0.0
1,12.81,25.62,15.6,5.25,6.9,33.83,0.0
2,15.64,2.23,25.7,9.68,8.75,35.2,2.79
3,8.74,1.28,3.46,51.55,1.82,13.3,19.85
4,18.27,9.23,33.15,9.42,8.85,20.53,0.56
5,12.82,5.45,3.85,9.46,5.45,62.5,0.48
6,13.39,0.0,2.1,40.94,0.52,5.51,37.53
