,0,1,2,3,4,5,6
0,99.06,0.0,0.94,0.0,0.0,0.0,0.0
1,0.0,79.8,1.64,0.33,13.79,4.43,0.0
2,0.56,3.54,62.01,4.1,7.08,22.72,0.0
3,0.0,0.36,1.09,69.58,0.0,14.21,14.75
4,0.38,11.68,5.08,0.0,82.49,0.19,0.19
5,0.0,2.56,2.24,4.17,0.0,90.87,0.16
6,0.0,0.0,0.0,24.93,0.0,1.57,73.49
